"Hours since thread went live","Hibike! Euphonium Season 3 • Sound! Euphonium Season 3 - Episode 2 discussion"
0,1
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,0
0.75,0
0.8333333333333334,0
0.9166666666666666,0
1,0
1.0833333333333333,0
1.1666666666666667,0
1.25,0
1.3333333333333333,0
1.4166666666666667,0
1.5,0
1.5833333333333333,0
1.6666666666666667,0
1.75,0
1.8333333333333333,0
1.9166666666666667,0
2,0
2.0833333333333335,1
2.1666666666666665,1
2.25,0
2.3333333333333335,0
2.4166666666666665,2
2.5,1
2.5833333333333335,1
2.6666666666666665,0
2.75,1
2.8333333333333335,0
2.9166666666666665,2
3,2
3.0833333333333335,1
3.1666666666666665,0
3.25,3
3.3333333333333335,2
3.4166666666666665,2
3.5,2
3.5833333333333335,3
3.6666666666666665,0
3.75,0
3.8333333333333335,1
3.9166666666666665,0
4,0
4.083333333333333,2
4.166666666666667,2
4.25,0
4.333333333333333,0
4.416666666666667,2
4.5,0
4.583333333333333,0
4.666666666666667,2
4.75,0
4.833333333333333,1
4.916666666666667,1
5,3
5.083333333333333,3
5.166666666666667,1
5.25,0
5.333333333333333,0
5.416666666666667,3
5.5,3
5.583333333333333,0
5.666666666666667,3
5.75,2
5.833333333333333,2
5.916666666666667,2
6,0
6.083333333333333,2
6.166666666666667,1
6.25,0
6.333333333333333,0
6.416666666666667,1
6.5,2
6.583333333333333,1
6.666666666666667,0
6.75,0
6.833333333333333,0
6.916666666666667,2
7,0
7.083333333333333,0
7.166666666666667,0
7.25,1
7.333333333333333,0
7.416666666666667,0
7.5,0
7.583333333333333,3
7.666666666666667,3
7.75,2
7.833333333333333,2
7.916666666666667,3
8,3
8.083333333333334,2
8.166666666666666,2
8.25,2
8.333333333333334,0
8.416666666666666,1
8.5,2
8.583333333333334,3
8.666666666666666,3
8.75,0
8.833333333333334,2
8.916666666666666,4
9,3
9.083333333333334,2
9.166666666666666,3
9.25,3
9.333333333333334,1
9.416666666666666,3
9.5,2
9.583333333333334,4
9.666666666666666,2
9.75,3
9.833333333333334,3
9.916666666666666,1
10,4
10.083333333333334,3
10.166666666666666,3
10.25,2
10.333333333333334,5
10.416666666666666,1
10.5,3
10.583333333333334,3
10.666666666666666,3
10.75,3
10.833333333333334,5
10.916666666666666,3
11,3
11.083333333333334,5
11.166666666666666,4
11.25,4
11.333333333333334,2
11.416666666666666,5
11.5,6
11.583333333333334,2
11.666666666666666,3
11.75,4
11.833333333333334,5
11.916666666666666,4
12,4
12.083333333333334,2
12.166666666666666,4
12.25,3
12.333333333333334,3
12.416666666666666,3
12.5,1
12.583333333333334,1
12.666666666666666,3
12.75,1
12.833333333333334,1
12.916666666666666,4
13,1
13.083333333333334,1
13.166666666666666,1
13.25,3
13.333333333333334,2
13.416666666666666,2
13.5,2
13.583333333333334,1
13.666666666666666,2
13.75,0
13.833333333333334,1
13.916666666666666,3
14,0
14.083333333333334,3
14.166666666666666,2
14.25,2
14.333333333333334,2
14.416666666666666,5
14.5,2
14.583333333333334,3
14.666666666666666,4
14.75,4
14.833333333333334,2
14.916666666666666,5
15,3
15.083333333333334,3
15.166666666666666,2
15.25,3
15.333333333333334,1
15.416666666666666,5
15.5,1
15.583333333333334,2
15.666666666666666,2
15.75,4
15.833333333333334,3
15.916666666666666,2
16,5
16.083333333333332,2
16.166666666666668,2
16.25,2
16.333333333333332,5
16.416666666666668,3
16.5,6
16.583333333333332,4
16.666666666666668,4
16.75,4
16.833333333333332,4
16.916666666666668,3
17,5
17.083333333333332,4
17.166666666666668,5
17.25,5
17.333333333333332,4
17.416666666666668,6
17.5,4
17.583333333333332,4
17.666666666666668,3
17.75,4
17.833333333333332,5
17.916666666666668,5
18,3
18.083333333333332,4
18.166666666666668,4
18.25,5
18.333333333333332,4
18.416666666666668,5
18.5,5
18.583333333333332,4
18.666666666666668,5
18.75,6
18.833333333333332,6
18.916666666666668,2
19,4
19.083333333333332,3
19.166666666666668,4
19.25,4
19.333333333333332,3
19.416666666666668,5
19.5,3
19.583333333333332,3
19.666666666666668,3
19.75,4
19.833333333333332,6
19.916666666666668,4
20,3
20.083333333333332,3
20.166666666666668,2
20.25,4
20.333333333333332,2
20.416666666666668,4
20.5,5
20.583333333333332,4
20.666666666666668,4
20.75,5
20.833333333333332,2
20.916666666666668,4
21,5
21.083333333333332,4
21.166666666666668,3
21.25,4
21.333333333333332,2
21.416666666666668,4
21.5,5
21.583333333333332,5
21.666666666666668,2
21.75,2
21.833333333333332,3
21.916666666666668,3
22,2
22.083333333333332,4
22.166666666666668,3
22.25,4
22.333333333333332,5
22.416666666666668,3
22.5,4
22.583333333333332,3
22.666666666666668,6
22.75,5
22.833333333333332,6
22.916666666666668,6
23,6
23.083333333333332,6
23.166666666666668,4
23.25,6
23.333333333333332,4
23.416666666666668,4
23.5,5
23.583333333333332,5
23.666666666666668,5
23.75,4
23.833333333333332,5
23.916666666666668,4
24,5
24.083333333333332,5
24.166666666666668,6
24.25,3
24.333333333333332,4
24.416666666666668,5
24.5,5
24.583333333333332,4
24.666666666666668,6
24.75,4
24.833333333333332,4
24.916666666666668,5
25,7
25.083333333333332,5
25.166666666666668,6
25.25,3
25.333333333333332,4
25.416666666666668,5
25.5,7
25.583333333333332,7
25.666666666666668,8
25.75,5
25.833333333333332,4
25.916666666666668,5
26,6
26.083333333333332,10
26.166666666666668,7
26.25,9
26.333333333333332,5
26.416666666666668,5
26.5,6
26.583333333333332,4
26.666666666666668,12
26.75,4
26.833333333333332,8
26.916666666666668,8
27,8
27.083333333333332,5
27.166666666666668,10
27.25,6
27.333333333333332,6
27.416666666666668,6
27.5,8
27.583333333333332,5
27.666666666666668,12
27.75,7
27.833333333333332,7
27.916666666666668,6
28,6
28.083333333333332,7
28.166666666666668,5
28.25,5
28.333333333333332,9
28.416666666666668,11
28.5,8
28.583333333333332,6
28.666666666666668,5
28.75,10
28.833333333333332,12
28.916666666666668,8
29,9
29.083333333333332,9
29.166666666666668,9
29.25,6
29.333333333333332,7
29.416666666666668,5
29.5,10
29.583333333333332,11
29.666666666666668,12
29.75,9
29.833333333333332,6
29.916666666666668,5
30,11
30.083333333333332,14
30.166666666666668,7
30.25,12
30.333333333333332,8
30.416666666666668,11
30.5,10
30.583333333333332,10
30.666666666666668,12
30.75,11
30.833333333333332,13
30.916666666666668,12
31,13
31.083333333333332,9
31.166666666666668,9
31.25,8
31.333333333333332,12
31.416666666666668,7
31.5,13
31.583333333333332,13
31.666666666666668,9
31.75,14
31.833333333333332,10
31.916666666666668,12
32,10
32.083333333333336,14
32.166666666666664,10
32.25,14
32.333333333333336,11
32.416666666666664,9
32.5,10
32.583333333333336,13
32.666666666666664,7
32.75,11
32.833333333333336,8
32.916666666666664,14
33,13
33.083333333333336,6
33.166666666666664,8
33.25,10
33.333333333333336,13
33.416666666666664,6
33.5,10
33.583333333333336,7
33.666666666666664,9
33.75,10
33.833333333333336,13
33.916666666666664,10
34,9
34.083333333333336,11
34.166666666666664,11
34.25,13
34.333333333333336,9
34.416666666666664,8
34.5,8
34.583333333333336,10
34.666666666666664,6
34.75,9
34.833333333333336,10
34.916666666666664,12
35,12
35.083333333333336,9
35.166666666666664,12
35.25,14
35.333333333333336,9
35.416666666666664,12
35.5,7
35.583333333333336,11
35.666666666666664,8
35.75,14
35.833333333333336,8
35.916666666666664,6
36,7
36.083333333333336,14
36.166666666666664,6
36.25,9
36.333333333333336,8
36.416666666666664,10
36.5,12
36.583333333333336,11
36.666666666666664,9
36.75,11
36.833333333333336,13
36.916666666666664,11
37,8
37.083333333333336,12
37.166666666666664,10
37.25,12
37.333333333333336,9
37.416666666666664,10
37.5,14
37.583333333333336,12
37.666666666666664,8
37.75,12
37.833333333333336,10
37.916666666666664,7
38,11
38.083333333333336,9
38.166666666666664,11
38.25,10
38.333333333333336,11
38.416666666666664,13
38.5,9
38.583333333333336,11
38.666666666666664,7
38.75,12
38.833333333333336,13
