"Hours since thread went live","Captain Tsubasa Season 2: Junior Youth-hen • 'Captain Tsubasa Jr. Youth Arc - Episode 34 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,3
1.3333333333333333,3
1.4166666666666667,3
1.5,3
1.5833333333333333,3
1.6666666666666667,3
1.75,3
1.8333333333333333,3
1.9166666666666667,3
2,3
2.0833333333333335,3
2.1666666666666665,3
2.25,3
2.3333333333333335,3
2.4166666666666665,3
2.5,4
2.5833333333333335,4
2.6666666666666665,3
2.75,6
2.8333333333333335,5
2.9166666666666665,6
3,4
3.0833333333333335,6
3.1666666666666665,7
3.25,6
3.3333333333333335,6
3.4166666666666665,7
3.5,6
3.5833333333333335,7
3.6666666666666665,8
3.75,6
3.8333333333333335,6
3.9166666666666665,8
4,7
4.083333333333333,7
4.166666666666667,7
4.25,8
4.333333333333333,7
4.416666666666667,8
4.5,7
4.583333333333333,9
4.666666666666667,9
4.75,8
4.833333333333333,8
4.916666666666667,9
5,10
5.083333333333333,9
5.166666666666667,8
5.25,8
5.333333333333333,10
5.416666666666667,9
5.5,12
5.583333333333333,10
5.666666666666667,11
5.75,11
5.833333333333333,12
5.916666666666667,11
6,12
6.083333333333333,14
6.166666666666667,14
6.25,14
6.333333333333333,10
6.416666666666667,11
6.5,13
6.583333333333333,11
6.666666666666667,12
6.75,12
6.833333333333333,14
6.916666666666667,13
7,12
7.083333333333333,14
7.166666666666667,13
7.25,13
7.333333333333333,13
7.416666666666667,10
7.5,11
7.583333333333333,13
7.666666666666667,12
7.75,12
7.833333333333333,14
7.916666666666667,13
8,12
8.083333333333334,14
8.166666666666666,11
8.25,12
8.333333333333334,12
8.416666666666666,14
8.5,14
8.583333333333334,14
8.666666666666666,15
8.75,13
8.833333333333334,11
8.916666666666666,12
9,11
9.083333333333334,12
9.166666666666666,14
9.25,13
9.333333333333334,12
9.416666666666666,11
9.5,11
9.583333333333334,15
9.666666666666666,14
9.75,13
9.833333333333334,11
9.916666666666666,13
10,14
10.083333333333334,12
10.166666666666666,16
10.25,15
10.333333333333334,13
10.416666666666666,12
10.5,12
10.583333333333334,14
10.666666666666666,13
10.75,13
10.833333333333334,14
10.916666666666666,13
11,14
11.083333333333334,12
11.166666666666666,12
11.25,14
11.333333333333334,15
11.416666666666666,14
11.5,14
11.583333333333334,12
11.666666666666666,14
11.75,15
11.833333333333334,13
11.916666666666666,12
12,14
12.083333333333334,14
12.166666666666666,14
12.25,14
12.333333333333334,11
12.416666666666666,15
12.5,14
12.583333333333334,12
12.666666666666666,13
12.75,13
12.833333333333334,11
12.916666666666666,14
13,13
13.083333333333334,12
13.166666666666666,15
13.25,13
13.333333333333334,14
13.416666666666666,13
13.5,13
13.583333333333334,14
13.666666666666666,14
13.75,13
13.833333333333334,14
13.916666666666666,14
14,12
14.083333333333334,13
14.166666666666666,14
14.25,16
14.333333333333334,15
14.416666666666666,16
14.5,14
14.583333333333334,15
14.666666666666666,15
14.75,14
14.833333333333334,14
14.916666666666666,15
15,13
15.083333333333334,12
15.166666666666666,12
15.25,15
15.333333333333334,14
15.416666666666666,13
15.5,14
15.583333333333334,13
15.666666666666666,13
15.75,13
15.833333333333334,16
15.916666666666666,16
16,16
16.083333333333332,14
16.166666666666668,12
16.25,14
16.333333333333332,16
16.416666666666668,16
16.5,13
16.583333333333332,15
16.666666666666668,15
16.75,12
16.833333333333332,13
16.916666666666668,15
17,12
17.083333333333332,13
17.166666666666668,14
17.25,13
17.333333333333332,15
17.416666666666668,14
17.5,14
17.583333333333332,14
17.666666666666668,16
17.75,16
17.833333333333332,17
17.916666666666668,15
18,14
18.083333333333332,16
18.166666666666668,15
18.25,14
18.333333333333332,15
18.416666666666668,16
18.5,17
18.583333333333332,15
18.666666666666668,18
18.75,15
18.833333333333332,17
18.916666666666668,16
19,16
19.083333333333332,16
19.166666666666668,18
19.25,15
19.333333333333332,16
19.416666666666668,15
19.5,15
19.583333333333332,15
19.666666666666668,18
19.75,15
19.833333333333332,17
19.916666666666668,16
20,17
20.083333333333332,17
20.166666666666668,15
20.25,16
20.333333333333332,17
20.416666666666668,16
20.5,16
20.583333333333332,17
20.666666666666668,18
20.75,18
20.833333333333332,18
20.916666666666668,18
21,17
21.083333333333332,16
21.166666666666668,16
21.25,19
21.333333333333332,18
21.416666666666668,18
21.5,19
21.583333333333332,17
21.666666666666668,17
21.75,16
21.833333333333332,17
21.916666666666668,18
22,16
22.083333333333332,16
22.166666666666668,16
22.25,17
22.333333333333332,15
22.416666666666668,17
22.5,16
22.583333333333332,17
22.666666666666668,18
22.75,16
22.833333333333332,18
22.916666666666668,19
23,18
23.083333333333332,16
23.166666666666668,16
23.25,19
23.333333333333332,16
23.416666666666668,17
23.5,19
23.583333333333332,19
23.666666666666668,16
23.75,18
23.833333333333332,17
23.916666666666668,17
24,18
24.083333333333332,17
24.166666666666668,18
24.25,17
24.333333333333332,18
24.416666666666668,15
24.5,15
24.583333333333332,16
24.666666666666668,16
24.75,17
24.833333333333332,19
24.916666666666668,18
25,17
25.083333333333332,16
25.166666666666668,17
25.25,18
25.333333333333332,16
25.416666666666668,18
25.5,17
25.583333333333332,16
25.666666666666668,15
25.75,18
25.833333333333332,16
25.916666666666668,15
26,15
26.083333333333332,15
26.166666666666668,18
26.25,16
26.333333333333332,17
26.416666666666668,16
26.5,16
26.583333333333332,19
26.666666666666668,19
26.75,17
26.833333333333332,18
26.916666666666668,17
27,18
27.083333333333332,15
27.166666666666668,18
27.25,16
27.333333333333332,16
27.416666666666668,17
27.5,15
27.583333333333332,17
27.666666666666668,18
27.75,17
27.833333333333332,17
27.916666666666668,17
28,18
28.083333333333332,18
28.166666666666668,17
28.25,18
28.333333333333332,18
28.416666666666668,18
28.5,16
28.583333333333332,18
28.666666666666668,19
28.75,16
28.833333333333332,19
28.916666666666668,17
29,19
29.083333333333332,17
29.166666666666668,19
29.25,17
29.333333333333332,17
29.416666666666668,16
29.5,19
29.583333333333332,17
29.666666666666668,18
29.75,18
29.833333333333332,17
29.916666666666668,16
30,17
30.083333333333332,18
30.166666666666668,17
30.25,17
30.333333333333332,15
30.416666666666668,16
30.5,17
30.583333333333332,18
30.666666666666668,18
30.75,17
30.833333333333332,17
30.916666666666668,15
31,18
31.083333333333332,15
31.166666666666668,17
31.25,17
31.333333333333332,16
31.416666666666668,17
31.5,16
31.583333333333332,17
31.666666666666668,17
31.75,17
31.833333333333332,19
31.916666666666668,16
32,17
32.083333333333336,17
32.166666666666664,17
32.25,15
32.333333333333336,18
32.416666666666664,19
32.5,17
32.583333333333336,16
32.666666666666664,17
32.75,16
32.833333333333336,16
32.916666666666664,18
33,17
33.083333333333336,18
33.166666666666664,15
33.25,17
33.333333333333336,18
33.416666666666664,16
33.5,18
33.583333333333336,19
33.666666666666664,17
33.75,19
33.833333333333336,18
33.916666666666664,15
34,17
34.083333333333336,19
34.166666666666664,18
34.25,16
34.333333333333336,17
34.416666666666664,17
34.5,17
34.583333333333336,16
34.666666666666664,18
34.75,17
34.833333333333336,18
34.916666666666664,17
35,18
35.083333333333336,15
35.166666666666664,16
