"Hours since thread went live","Wonderful Precure! • Wonderful Pretty Cure! - Episode 9 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,3
0.8333333333333334,4
0.9166666666666666,4
1,5
1.0833333333333333,6
1.1666666666666667,6
1.25,6
1.3333333333333333,6
1.4166666666666667,7
1.5,6
1.5833333333333333,5
1.6666666666666667,6
1.75,6
1.8333333333333333,7
1.9166666666666667,7
2,6
2.0833333333333335,6
2.1666666666666665,5
2.25,7
2.3333333333333335,7
2.4166666666666665,7
2.5,6
2.5833333333333335,6
2.6666666666666665,7
2.75,7
2.8333333333333335,6
2.9166666666666665,7
3,7
3.0833333333333335,8
3.1666666666666665,8
3.25,8
3.3333333333333335,8
3.4166666666666665,8
3.5,9
3.5833333333333335,10
3.6666666666666665,9
3.75,8
3.8333333333333335,10
3.9166666666666665,9
4,9
4.083333333333333,9
4.166666666666667,9
4.25,8
4.333333333333333,9
4.416666666666667,10
4.5,11
4.583333333333333,10
4.666666666666667,12
4.75,14
4.833333333333333,11
4.916666666666667,11
5,14
5.083333333333333,14
5.166666666666667,13
5.25,15
5.333333333333333,15
5.416666666666667,15
5.5,12
5.583333333333333,14
5.666666666666667,12
5.75,14
5.833333333333333,13
5.916666666666667,12
6,13
6.083333333333333,15
6.166666666666667,14
6.25,14
6.333333333333333,14
6.416666666666667,15
6.5,15
6.583333333333333,13
6.666666666666667,16
6.75,15
6.833333333333333,16
6.916666666666667,16
7,16
7.083333333333333,18
7.166666666666667,17
7.25,20
7.333333333333333,18
7.416666666666667,20
7.5,20
7.583333333333333,20
7.666666666666667,21
7.75,22
7.833333333333333,21
7.916666666666667,20
8,18
8.083333333333334,19
8.166666666666666,21
8.25,21
8.333333333333334,20
8.416666666666666,21
8.5,20
8.583333333333334,20
8.666666666666666,18
8.75,19
8.833333333333334,20
8.916666666666666,19
9,19
9.083333333333334,22
9.166666666666666,18
9.25,21
9.333333333333334,20
9.416666666666666,22
9.5,20
9.583333333333334,20
9.666666666666666,21
9.75,18
9.833333333333334,19
9.916666666666666,18
10,18
10.083333333333334,21
10.166666666666666,19
10.25,19
10.333333333333334,19
10.416666666666666,20
10.5,20
10.583333333333334,22
10.666666666666666,21
10.75,20
10.833333333333334,19
10.916666666666666,20
11,21
11.083333333333334,19
11.166666666666666,21
11.25,21
11.333333333333334,22
11.416666666666666,19
11.5,22
11.583333333333334,22
11.666666666666666,23
11.75,21
11.833333333333334,19
11.916666666666666,23
12,20
12.083333333333334,20
12.166666666666666,20
12.25,21
12.333333333333334,20
12.416666666666666,21
12.5,19
12.583333333333334,21
12.666666666666666,20
12.75,21
12.833333333333334,21
12.916666666666666,22
13,22
13.083333333333334,21
13.166666666666666,20
13.25,21
13.333333333333334,20
13.416666666666666,20
13.5,18
13.583333333333334,20
13.666666666666666,20
13.75,21
13.833333333333334,21
13.916666666666666,19
14,19
14.083333333333334,19
14.166666666666666,19
14.25,20
14.333333333333334,19
14.416666666666666,21
14.5,21
14.583333333333334,21
14.666666666666666,21
14.75,23
14.833333333333334,20
14.916666666666666,22
15,23
15.083333333333334,21
15.166666666666666,21
15.25,22
15.333333333333334,22
15.416666666666666,21
15.5,22
15.583333333333334,21
15.666666666666666,19
15.75,23
15.833333333333334,19
15.916666666666666,20
16,20
16.083333333333332,21
16.166666666666668,21
16.25,23
16.333333333333332,22
16.416666666666668,20
16.5,22
16.583333333333332,19
16.666666666666668,21
16.75,20
16.833333333333332,23
16.916666666666668,22
17,19
17.083333333333332,20
17.166666666666668,21
17.25,20
17.333333333333332,20
17.416666666666668,19
17.5,23
17.583333333333332,25
17.666666666666668,23
17.75,23
17.833333333333332,25
17.916666666666668,25
18,25
18.083333333333332,24
18.166666666666668,23
18.25,23
18.333333333333332,26
18.416666666666668,24
18.5,24
18.583333333333332,24
18.666666666666668,26
18.75,24
18.833333333333332,25
18.916666666666668,23
19,23
19.083333333333332,24
19.166666666666668,25
19.25,23
19.333333333333332,23
19.416666666666668,23
19.5,24
19.583333333333332,24
19.666666666666668,23
19.75,25
19.833333333333332,25
19.916666666666668,22
20,25
20.083333333333332,24
20.166666666666668,26
20.25,26
20.333333333333332,23
20.416666666666668,25
20.5,25
20.583333333333332,24
20.666666666666668,24
20.75,24
20.833333333333332,26
20.916666666666668,23
21,24
21.083333333333332,24
21.166666666666668,26
21.25,23
21.333333333333332,25
21.416666666666668,26
21.5,25
21.583333333333332,22
21.666666666666668,26
21.75,24
21.833333333333332,22
21.916666666666668,24
22,22
22.083333333333332,23
22.166666666666668,24
22.25,24
22.333333333333332,23
22.416666666666668,24
22.5,23
22.583333333333332,22
22.666666666666668,24
22.75,25
22.833333333333332,25
22.916666666666668,23
23,24
23.083333333333332,26
23.166666666666668,24
23.25,25
23.333333333333332,25
23.416666666666668,24
23.5,25
23.583333333333332,24
23.666666666666668,24
23.75,24
23.833333333333332,25
23.916666666666668,24
24,23
24.083333333333332,24
24.166666666666668,26
24.25,24
24.333333333333332,22
24.416666666666668,25
24.5,26
24.583333333333332,23
24.666666666666668,24
24.75,26
24.833333333333332,25
24.916666666666668,23
25,24
25.083333333333332,25
25.166666666666668,23
25.25,26
25.333333333333332,25
25.416666666666668,23
25.5,26
25.583333333333332,24
25.666666666666668,24
25.75,24
25.833333333333332,26
25.916666666666668,24
26,25
26.083333333333332,24
26.166666666666668,24
26.25,24
26.333333333333332,25
26.416666666666668,26
26.5,27
26.583333333333332,23
26.666666666666668,25
26.75,23
26.833333333333332,24
26.916666666666668,27
27,24
27.083333333333332,26
27.166666666666668,24
27.25,26
27.333333333333332,25
27.416666666666668,24
27.5,25
27.583333333333332,25
27.666666666666668,23
27.75,24
27.833333333333332,24
27.916666666666668,24
28,24
28.083333333333332,25
28.166666666666668,23
28.25,25
28.333333333333332,24
28.416666666666668,24
28.5,27
28.583333333333332,25
28.666666666666668,26
28.75,26
28.833333333333332,24
28.916666666666668,26
29,27
29.083333333333332,23
29.166666666666668,26
29.25,25
29.333333333333332,26
29.416666666666668,23
29.5,24
29.583333333333332,23
29.666666666666668,26
29.75,23
29.833333333333332,26
29.916666666666668,27
30,24
30.083333333333332,26
30.166666666666668,25
30.25,25
30.333333333333332,26
30.416666666666668,24
30.5,23
30.583333333333332,25
30.666666666666668,25
30.75,26
30.833333333333332,26
30.916666666666668,26
31,27
31.083333333333332,25
31.166666666666668,25
31.25,24
31.333333333333332,25
31.416666666666668,24
31.5,25
31.583333333333332,23
31.666666666666668,26
31.75,25
31.833333333333332,25
31.916666666666668,27
32,24
32.083333333333336,25
32.166666666666664,27
32.25,25
32.333333333333336,23
32.416666666666664,25
32.5,24
32.583333333333336,26
32.666666666666664,26
32.75,25
32.833333333333336,24
32.916666666666664,24
33,26
33.083333333333336,24
33.166666666666664,25
33.25,27
33.416666666666664,23
33.5,24
33.583333333333336,27
