"Hours since thread went live","Hibike! Euphonium Season 3 • Sound! Euphonium Season 3 - Episode 6 discussion"
0,2
0,6
0.08333333333333333,7
0.16666666666666666,10
0.25,14
0.3333333333333333,22
0.4166666666666667,23
0.5,32
0.5833333333333334,36
0.6666666666666666,40
0.75,43
0.8333333333333334,47
0.9166666666666666,51
1,57
1.0833333333333333,63
1.1666666666666667,69
1.25,74
1.3333333333333333,83
1.4166666666666667,91
1.5,92
1.5833333333333333,96
1.6666666666666667,99
1.75,105
1.8333333333333333,108
1.9166666666666667,116
2,118
2.0833333333333335,124
2.1666666666666665,133
2.25,139
2.3333333333333335,148
2.4166666666666665,156
2.5,156
2.5833333333333335,158
2.6666666666666665,164
2.75,167
2.8333333333333335,172
2.9166666666666665,179
3,182
3.0833333333333335,188
3.1666666666666665,192
3.25,197
3.3333333333333335,199
3.4166666666666665,204
3.5,205
3.5833333333333335,213
3.6666666666666665,221
3.75,224
3.8333333333333335,225
3.9166666666666665,237
4,245
4.083333333333333,240
4.166666666666667,247
4.25,248
4.333333333333333,250
4.416666666666667,254
4.5,262
4.583333333333333,261
4.666666666666667,268
4.75,265
4.833333333333333,276
4.916666666666667,275
5,286
5.083333333333333,290
5.166666666666667,295
5.25,302
5.333333333333333,305
5.416666666666667,310
5.5,315
5.583333333333333,319
5.666666666666667,324
5.75,331
5.833333333333333,335
5.916666666666667,337
6,340
6.083333333333333,342
6.166666666666667,349
6.25,353
6.333333333333333,357
6.416666666666667,360
6.5,365
6.583333333333333,366
6.666666666666667,378
6.75,380
6.833333333333333,384
6.916666666666667,389
7,395
7.083333333333333,397
7.166666666666667,395
7.25,399
7.333333333333333,398
7.416666666666667,404
7.5,406
7.583333333333333,411
7.666666666666667,411
7.75,424
7.833333333333333,419
7.916666666666667,426
8,436
8.083333333333334,440
8.166666666666666,441
8.25,443
8.333333333333334,448
8.416666666666666,450
8.5,452
8.583333333333334,465
8.666666666666666,462
8.75,468
8.833333333333334,470
8.916666666666666,471
9,473
9.083333333333334,472
9.166666666666666,478
9.25,476
9.333333333333334,480
9.416666666666666,480
9.5,481
9.583333333333334,476
9.666666666666666,490
9.75,496
9.833333333333334,501
9.916666666666666,502
10,506
10.083333333333334,513
10.166666666666666,516
10.25,522
10.333333333333334,522
10.416666666666666,521
10.5,521
10.583333333333334,527
10.666666666666666,531
10.75,527
10.833333333333334,527
10.916666666666666,530
11,531
11.083333333333334,533
11.166666666666666,535
11.25,538
11.333333333333334,540
11.416666666666666,547
11.5,543
11.583333333333334,550
11.666666666666666,550
11.75,549
11.833333333333334,557
11.916666666666666,559
12,563
12.083333333333334,558
12.166666666666666,569
12.25,568
12.333333333333334,572
12.416666666666666,578
12.5,572
12.583333333333334,574
12.666666666666666,577
12.75,579
12.833333333333334,586
12.916666666666666,587
13,586
13.083333333333334,584
13.166666666666666,588
13.25,596
13.333333333333334,599
13.416666666666666,603
13.5,604
13.583333333333334,603
13.666666666666666,602
13.75,608
13.833333333333334,613
13.916666666666666,614
14,622
14.083333333333334,617
14.166666666666666,623
14.25,621
14.333333333333334,623
14.416666666666666,623
14.5,623
14.583333333333334,627
14.666666666666666,633
14.75,635
14.833333333333334,631
14.916666666666666,637
15,637
15.083333333333334,640
15.166666666666666,640
15.25,647
15.333333333333334,645
15.416666666666666,641
15.5,644
15.583333333333334,647
15.666666666666666,650
15.75,652
15.833333333333334,647
15.916666666666666,650
16,655
16.083333333333332,654
16.166666666666668,653
16.25,653
16.333333333333332,652
16.416666666666668,651
16.5,651
16.583333333333332,663
16.666666666666668,660
16.75,661
16.833333333333332,656
16.916666666666668,666
17,656
17.083333333333332,662
17.166666666666668,671
17.25,672
17.333333333333332,672
17.416666666666668,671
17.5,675
17.583333333333332,674
17.666666666666668,675
17.75,671
17.833333333333332,677
17.916666666666668,679
18,677
18.083333333333332,678
18.166666666666668,678
18.25,681
18.333333333333332,684
18.416666666666668,685
18.5,688
18.583333333333332,690
18.666666666666668,692
18.75,690
18.833333333333332,691
18.916666666666668,692
19,693
19.083333333333332,692
19.166666666666668,695
19.25,698
19.333333333333332,699
19.416666666666668,700
19.5,702
19.583333333333332,700
19.666666666666668,701
19.75,703
19.833333333333332,703
19.916666666666668,710
20,710
20.083333333333332,704
20.166666666666668,713
20.25,707
20.333333333333332,704
20.416666666666668,710
20.5,708
20.583333333333332,709
20.666666666666668,706
20.75,714
20.833333333333332,706
20.916666666666668,708
21,705
21.083333333333332,714
21.166666666666668,713
21.25,711
21.333333333333332,714
21.416666666666668,706
21.5,713
21.583333333333332,708
21.666666666666668,714
21.75,710
21.833333333333332,719
21.916666666666668,715
22,715
22.083333333333332,717
22.166666666666668,720
22.25,716
22.333333333333332,723
22.416666666666668,717
22.5,719
22.583333333333332,724
22.666666666666668,724
22.75,723
22.833333333333332,729
22.916666666666668,724
23,726
23.083333333333332,731
23.166666666666668,736
23.25,737
23.333333333333332,732
23.416666666666668,734
23.5,733
23.583333333333332,735
23.666666666666668,730
23.75,726
23.833333333333332,725
23.916666666666668,725
24,730
24.083333333333332,729
24.166666666666668,731
24.25,735
24.333333333333332,734
