"Hours since thread went live","Hibike! Euphonium Season 3 • Sound! Euphonium Season 3 - Episode 5 discussion"
0,2
0,4
0.08333333333333333,7
0.16666666666666666,11
0.25,14
0.3333333333333333,18
0.4166666666666667,25
0.5,30
0.5833333333333334,38
0.6666666666666666,44
0.75,50
0.8333333333333334,52
0.9166666666666666,56
1,59
1.0833333333333333,65
1.1666666666666667,69
1.25,72
1.3333333333333333,79
1.4166666666666667,84
1.5,95
1.5833333333333333,101
1.6666666666666667,113
1.75,119
1.8333333333333333,123
1.9166666666666667,132
2,140
2.0833333333333335,145
2.1666666666666665,151
2.25,160
2.3333333333333335,167
2.4166666666666665,172
2.5,186
2.5833333333333335,193
2.6666666666666665,206
2.75,211
2.8333333333333335,219
2.9166666666666665,225
3,231
3.0833333333333335,235
3.1666666666666665,237
3.25,247
3.3333333333333335,250
3.4166666666666665,260
3.5,260
3.5833333333333335,268
3.6666666666666665,274
3.75,277
3.8333333333333335,275
3.9166666666666665,282
4,285
4.083333333333333,289
4.166666666666667,290
4.25,295
4.333333333333333,305
4.416666666666667,304
4.5,312
4.583333333333333,316
4.666666666666667,318
4.75,332
4.833333333333333,333
4.916666666666667,339
5,340
5.083333333333333,341
5.166666666666667,351
5.25,353
5.333333333333333,359
5.416666666666667,355
5.5,366
5.583333333333333,371
5.666666666666667,370
5.75,380
5.833333333333333,380
5.916666666666667,386
6,393
6.083333333333333,399
6.166666666666667,401
6.25,407
6.333333333333333,412
6.416666666666667,422
6.5,422
6.583333333333333,430
6.666666666666667,437
6.75,439
6.833333333333333,439
6.916666666666667,454
7,452
7.083333333333333,464
7.166666666666667,459
7.25,469
7.333333333333333,469
7.416666666666667,485
7.5,487
7.583333333333333,492
7.666666666666667,496
7.75,508
7.833333333333333,504
7.916666666666667,505
8,509
8.083333333333334,511
8.166666666666666,514
8.25,516
8.333333333333334,523
8.416666666666666,521
8.5,518
8.583333333333334,527
8.666666666666666,525
8.75,536
8.833333333333334,541
8.916666666666666,544
9,550
9.083333333333334,554
9.166666666666666,546
9.25,554
9.333333333333334,555
9.416666666666666,557
9.5,557
9.583333333333334,563
9.666666666666666,567
9.75,572
9.833333333333334,575
9.916666666666666,572
10,579
10.083333333333334,579
10.166666666666666,578
10.25,585
10.333333333333334,588
10.416666666666666,592
10.5,587
10.583333333333334,598
10.666666666666666,588
10.75,600
10.833333333333334,593
10.916666666666666,594
11,605
11.083333333333334,599
11.166666666666666,611
11.25,608
11.333333333333334,616
11.416666666666666,614
11.5,616
11.583333333333334,619
11.666666666666666,625
11.75,626
11.833333333333334,631
11.916666666666666,632
12,625
12.083333333333334,633
12.166666666666666,637
12.25,641
12.333333333333334,636
12.416666666666666,639
12.5,640
12.583333333333334,642
12.666666666666666,647
12.75,653
12.833333333333334,646
12.916666666666666,653
13,652
13.083333333333334,654
13.166666666666666,655
13.25,652
13.333333333333334,651
13.416666666666666,659
13.5,665
13.583333333333334,664
13.666666666666666,664
13.75,670
13.833333333333334,670
13.916666666666666,676
14,673
14.083333333333334,676
14.166666666666666,675
14.25,677
14.333333333333334,684
14.416666666666666,688
14.5,693
14.583333333333334,697
14.666666666666666,697
14.75,696
14.833333333333334,701
14.916666666666666,699
15,708
15.083333333333334,704
15.166666666666666,705
15.25,706
15.333333333333334,714
15.416666666666666,719
15.5,721
15.583333333333334,721
15.666666666666666,722
15.75,723
15.833333333333334,723
15.916666666666666,723
16,725
16.083333333333332,724
16.166666666666668,727
16.25,725
16.333333333333332,723
16.416666666666668,733
16.5,731
16.583333333333332,732
16.666666666666668,729
16.75,730
16.833333333333332,729
16.916666666666668,734
17,731
17.083333333333332,738
17.166666666666668,737
17.25,741
17.333333333333332,742
17.416666666666668,749
17.5,746
17.583333333333332,751
17.666666666666668,752
17.75,746
17.833333333333332,747
17.916666666666668,747
18,751
18.083333333333332,756
18.166666666666668,751
18.25,758
18.333333333333332,758
18.416666666666668,761
18.5,759
18.583333333333332,761
18.666666666666668,767
18.75,767
18.833333333333332,768
18.916666666666668,762
19,763
19.083333333333332,768
19.166666666666668,773
19.25,772
19.333333333333332,775
19.416666666666668,778
19.5,778
19.583333333333332,782
19.666666666666668,777
19.75,784
19.833333333333332,781
19.916666666666668,780
20,784
20.083333333333332,784
20.166666666666668,791
20.25,786
20.333333333333332,786
20.416666666666668,786
20.5,783
20.583333333333332,787
20.666666666666668,794
20.75,793
20.833333333333332,788
20.916666666666668,790
21,792
21.083333333333332,790
21.166666666666668,795
21.25,793
21.333333333333332,797
21.416666666666668,794
21.5,800
21.583333333333332,802
21.666666666666668,798
21.75,804
21.833333333333332,796
21.916666666666668,800
22,799
22.083333333333332,807
22.166666666666668,805
22.25,803
22.333333333333332,804
22.416666666666668,806
22.5,808
22.583333333333332,805
22.666666666666668,810
22.75,811
22.833333333333332,808
22.916666666666668,811
23,808
23.083333333333332,815
23.166666666666668,808
23.25,812
23.333333333333332,814
23.416666666666668,810
23.5,811
23.583333333333332,811
23.666666666666668,816
23.75,818
23.833333333333332,809
23.916666666666668,815
24,814
24.083333333333332,812
24.166666666666668,818
24.25,813
24.333333333333332,812
24.416666666666668,820
24.5,824
24.583333333333332,821
24.666666666666668,821
24.75,824
24.833333333333332,818
24.916666666666668,824
25,820
25.083333333333332,819
25.166666666666668,823
25.25,820
25.333333333333332,819
25.416666666666668,818
25.5,822
25.583333333333332,826
25.666666666666668,826
25.75,821
25.833333333333332,826
25.916666666666668,824
26,824
26.083333333333332,826
26.166666666666668,826
26.25,824
26.333333333333332,831
26.416666666666668,827
26.5,830
26.583333333333332,825
26.666666666666668,826
