"Hours since thread went live","Chainsaw Man - Episode 7 discussion"
0,8
0,22
0.08333333333333333,85
0.16666666666666666,151
0.25,225
0.3333333333333333,328
0.4166666666666667,400
0.5,487
0.5833333333333334,573
0.6666666666666666,667
0.75,754
0.8333333333333334,829
0.9166666666666666,935
1,1040
1.0833333333333333,1146
1.1666666666666667,1279
1.25,1409
1.3333333333333333,1546
1.4166666666666667,1663
1.5,1767
1.5833333333333333,1894
1.6666666666666667,2005
1.75,2089
1.8333333333333333,2202
1.9166666666666667,2298
2,2392
2.0833333333333335,2487
2.1666666666666665,2585
2.25,2679
2.3333333333333335,2795
2.4166666666666665,2890
2.5,2999
2.5833333333333335,3082
2.6666666666666665,3169
2.75,3239
2.8333333333333335,3305
2.9166666666666665,3374
3,3445
3.0833333333333335,3522
3.1666666666666665,3578
3.25,3673
3.3333333333333335,3737
3.4166666666666665,3810
3.5,3887
3.5833333333333335,3953
3.6666666666666665,4010
3.75,4097
3.8333333333333335,4130
3.9166666666666665,4184
4,4264
4.083333333333333,4331
4.166666666666667,4383
4.25,4438
4.333333333333333,4478
4.416666666666667,4545
4.5,4610
4.583333333333333,4664
4.666666666666667,4734
4.75,4782
4.833333333333333,4847
4.916666666666667,4893
5,4941
5.083333333333333,5005
5.166666666666667,5060
5.25,5111
5.333333333333333,5181
5.416666666666667,5234
5.5,5285
5.583333333333333,5339
5.666666666666667,5388
5.75,5444
5.833333333333333,5501
5.916666666666667,5543
6,5583
6.083333333333333,5636
6.166666666666667,5691
6.25,5750
6.333333333333333,5789
6.416666666666667,5830
6.5,5877
6.583333333333333,5910
6.666666666666667,5963
6.75,6013
6.833333333333333,6059
6.916666666666667,6092
7,6141
7.083333333333333,6178
7.166666666666667,6232
7.25,6266
7.333333333333333,6308
7.416666666666667,6349
7.5,6391
7.583333333333333,6440
7.666666666666667,6483
7.75,6517
7.833333333333333,6546
7.916666666666667,6589
8,6617
8.083333333333334,6644
8.166666666666666,6686
8.25,6738
8.333333333333334,6775
8.416666666666666,6797
8.5,6843
8.583333333333334,6866
8.666666666666666,6892
8.75,6931
8.833333333333334,6958
8.916666666666666,6995
9,7026
9.083333333333334,7070
9.166666666666666,7100
9.25,7132
9.333333333333334,7156
9.416666666666666,7187
9.5,7228
9.583333333333334,7252
9.666666666666666,7283
9.75,7321
9.833333333333334,7368
9.916666666666666,7402
10,7422
10.083333333333334,7457
10.166666666666666,7491
10.25,7530
10.333333333333334,7552
10.416666666666666,7593
10.5,7612
10.583333333333334,7633
10.666666666666666,7672
10.75,7699
10.833333333333334,7709
10.916666666666666,7749
11,7763
11.083333333333334,7788
11.166666666666666,7820
11.25,7849
11.333333333333334,7865
11.416666666666666,7885
11.5,7915
11.583333333333334,7948
