"Hours since thread went live","Wonderful Precure! • Wonderful Pretty Cure! - Episode 8 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,0
0.3333333333333333,1
0.4166666666666667,1
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,2
1.25,3
1.3333333333333333,3
1.4166666666666667,4
1.5,3
1.5833333333333333,4
1.6666666666666667,5
1.75,4
1.8333333333333333,4
1.9166666666666667,5
2,6
2.0833333333333335,5
2.1666666666666665,7
2.25,5
2.3333333333333335,6
2.4166666666666665,6
2.5,6
2.5833333333333335,6
2.6666666666666665,6
2.75,8
2.8333333333333335,7
2.9166666666666665,8
3,8
3.0833333333333335,7
3.1666666666666665,8
3.25,8
3.3333333333333335,9
3.4166666666666665,7
3.5,8
3.5833333333333335,8
3.6666666666666665,8
3.75,8
3.8333333333333335,8
3.9166666666666665,8
4,8
4.083333333333333,8
4.166666666666667,9
4.25,7
4.333333333333333,8
4.416666666666667,9
4.5,8
4.583333333333333,10
4.666666666666667,9
4.75,10
4.833333333333333,9
4.916666666666667,8
5,9
5.083333333333333,10
5.166666666666667,8
5.25,9
5.333333333333333,8
5.416666666666667,10
5.5,10
5.583333333333333,11
5.666666666666667,10
5.75,12
5.833333333333333,11
5.916666666666667,10
6,11
6.083333333333333,11
6.166666666666667,11
6.25,12
6.333333333333333,11
6.416666666666667,13
6.5,14
6.583333333333333,12
6.666666666666667,14
6.75,12
6.833333333333333,11
6.916666666666667,15
7,14
7.083333333333333,12
7.166666666666667,14
7.25,10
7.333333333333333,12
7.416666666666667,13
7.5,13
7.583333333333333,14
7.666666666666667,12
7.75,13
7.833333333333333,14
7.916666666666667,14
8,13
8.083333333333334,12
8.166666666666666,13
8.25,13
8.333333333333334,13
8.416666666666666,13
8.5,11
8.583333333333334,13
8.666666666666666,15
8.75,12
8.833333333333334,15
8.916666666666666,13
9,11
9.083333333333334,13
9.166666666666666,16
9.25,13
9.333333333333334,12
9.416666666666666,13
9.5,14
9.583333333333334,15
9.666666666666666,13
9.75,14
9.833333333333334,13
9.916666666666666,13
10,12
10.083333333333334,14
10.166666666666666,14
10.25,15
10.333333333333334,15
10.416666666666666,16
10.5,15
10.583333333333334,14
10.666666666666666,15
10.75,15
10.833333333333334,15
10.916666666666666,14
11,17
11.083333333333334,14
11.166666666666666,16
11.25,16
11.333333333333334,18
11.416666666666666,16
11.5,17
11.583333333333334,16
11.666666666666666,17
11.75,17
11.833333333333334,16
11.916666666666666,14
12,17
12.083333333333334,17
12.166666666666666,15
12.25,16
12.333333333333334,15
12.416666666666666,17
12.5,14
12.583333333333334,17
12.666666666666666,15
12.75,16
12.833333333333334,18
12.916666666666666,17
13,15
13.083333333333334,17
13.166666666666666,18
13.25,15
13.333333333333334,16
13.416666666666666,17
13.5,16
13.583333333333334,17
13.666666666666666,19
13.75,16
13.833333333333334,17
13.916666666666666,17
14,17
14.083333333333334,20
14.166666666666666,20
14.25,19
14.333333333333334,18
14.416666666666666,18
14.5,17
14.583333333333334,17
14.666666666666666,18
14.75,18
14.833333333333334,19
14.916666666666666,17
15,17
15.083333333333334,20
15.166666666666666,18
15.25,19
15.333333333333334,19
15.416666666666666,18
15.5,17
15.583333333333334,18
15.666666666666666,19
15.75,19
15.833333333333334,20
15.916666666666666,21
16,20
16.083333333333332,21
16.166666666666668,21
16.25,19
16.333333333333332,19
16.416666666666668,19
16.5,20
16.583333333333332,19
16.666666666666668,22
16.75,22
16.833333333333332,21
16.916666666666668,21
17,23
17.083333333333332,21
17.166666666666668,21
17.25,21
17.333333333333332,23
17.416666666666668,21
17.5,20
17.583333333333332,21
17.666666666666668,22
17.75,22
17.833333333333332,21
17.916666666666668,22
18,21
18.083333333333332,22
18.166666666666668,21
18.25,21
18.333333333333332,21
18.416666666666668,22
18.5,21
18.583333333333332,20
18.666666666666668,22
18.75,22
18.833333333333332,22
18.916666666666668,20
19,22
19.083333333333332,23
19.166666666666668,23
19.25,22
19.333333333333332,20
19.416666666666668,21
19.5,22
19.583333333333332,23
19.666666666666668,23
19.75,24
19.833333333333332,20
19.916666666666668,23
20,21
20.083333333333332,22
20.166666666666668,21
20.25,21
20.333333333333332,23
20.416666666666668,20
20.5,21
20.583333333333332,23
20.666666666666668,22
20.75,22
20.833333333333332,23
20.916666666666668,23
21,23
21.083333333333332,23
21.166666666666668,22
21.25,22
21.333333333333332,23
21.416666666666668,21
21.5,23
21.583333333333332,22
21.666666666666668,23
21.75,25
21.833333333333332,22
21.916666666666668,24
22,23
22.083333333333332,24
22.166666666666668,23
22.25,23
22.333333333333332,24
22.416666666666668,23
22.5,22
22.583333333333332,25
22.666666666666668,21
22.75,22
22.833333333333332,24
22.916666666666668,22
23,21
23.083333333333332,23
23.166666666666668,21
23.25,23
23.333333333333332,23
23.416666666666668,22
23.5,24
23.583333333333332,23
23.666666666666668,24
23.75,22
23.833333333333332,24
23.916666666666668,23
24,25
24.083333333333332,25
24.166666666666668,23
24.25,24
24.333333333333332,24
24.416666666666668,22
24.5,24
24.583333333333332,22
24.666666666666668,22
24.75,22
24.833333333333332,23
24.916666666666668,21
25,23
25.083333333333332,23
25.166666666666668,24
25.25,24
25.333333333333332,23
25.416666666666668,22
25.5,24
25.583333333333332,22
25.666666666666668,22
25.75,21
25.833333333333332,23
25.916666666666668,22
26,25
26.083333333333332,23
26.166666666666668,23
26.25,23
26.333333333333332,22
26.416666666666668,25
26.5,21
26.583333333333332,21
26.666666666666668,23
26.75,23
26.833333333333332,23
26.916666666666668,24
27,22
27.083333333333332,23
27.166666666666668,23
27.25,24
27.333333333333332,24
27.416666666666668,24
27.5,22
27.583333333333332,23
27.666666666666668,24
27.75,24
27.833333333333332,23
27.916666666666668,25
28,23
28.083333333333332,24
28.166666666666668,22
28.25,23
28.333333333333332,23
28.416666666666668,22
28.5,21
28.583333333333332,23
28.666666666666668,23
28.75,24
28.833333333333332,24
28.916666666666668,24
29,24
29.083333333333332,25
29.166666666666668,24
29.25,24
29.333333333333332,25
29.416666666666668,25
29.5,25
29.583333333333332,24
29.666666666666668,24
29.75,25
29.833333333333332,23
29.916666666666668,23
30,26
30.083333333333332,24
30.166666666666668,22
30.25,24
30.333333333333332,24
30.416666666666668,25
30.5,24
30.583333333333332,22
30.666666666666668,23
30.75,26
30.833333333333332,22
30.916666666666668,24
31,26
31.083333333333332,25
31.166666666666668,23
31.25,23
31.333333333333332,24
31.416666666666668,22
31.5,24
31.583333333333332,26
31.666666666666668,22
31.75,24
31.833333333333332,25
31.916666666666668,24
32,25
32.083333333333336,26
32.166666666666664,25
32.25,25
32.333333333333336,23
32.416666666666664,26
32.5,23
32.583333333333336,26
32.666666666666664,25
32.75,23
32.833333333333336,25
32.916666666666664,25
33,24
33.083333333333336,25
33.166666666666664,24
33.25,23
33.333333333333336,23
33.416666666666664,24
33.5,25
33.583333333333336,22
33.666666666666664,24
33.75,26
33.833333333333336,24
33.916666666666664,25
34,26
34.083333333333336,26
34.166666666666664,23
34.25,25
34.333333333333336,25
34.416666666666664,25
34.5,24
34.583333333333336,25
34.666666666666664,24
34.75,25
34.833333333333336,22
34.916666666666664,25
35,24
35.083333333333336,25
35.166666666666664,25
35.25,26
35.333333333333336,24
35.416666666666664,24
