"Hours since thread went live","Jujutsu Kaisen Season 2 - Episode 19 discussion"
0,1
0,0
0.08333333333333333,4
0.16666666666666666,4
0.25,8
0.3333333333333333,13
0.4166666666666667,22
0.5,27
0.5833333333333334,37
0.6666666666666666,43
0.75,54
0.8333333333333334,66
0.9166666666666666,75
1,87
1.0833333333333333,93
1.1666666666666667,112
1.25,125
1.3333333333333333,134
1.4166666666666667,147
1.5,168
1.5833333333333333,179
1.6666666666666667,187
1.75,211
1.8333333333333333,227
1.9166666666666667,247
2,280
2.0833333333333335,311
2.1666666666666665,340
2.25,375
2.3333333333333335,411
2.4166666666666665,449
2.5,473
2.5833333333333335,526
2.6666666666666665,559
2.75,591
2.8333333333333335,636
2.9166666666666665,685
3,726
3.0833333333333335,758
3.1666666666666665,778
3.25,814
3.3333333333333335,840
3.4166666666666665,883
3.5,908
3.5833333333333335,940
3.6666666666666665,971
3.75,990
3.8333333333333335,1022
3.9166666666666665,1057
4,1099
4.083333333333333,1128
4.166666666666667,1164
4.25,1195
4.333333333333333,1226
4.416666666666667,1263
4.5,1301
4.583333333333333,1347
4.666666666666667,1372
4.75,1408
4.833333333333333,1438
4.916666666666667,1472
5,1506
5.083333333333333,1528
5.166666666666667,1555
5.25,1597
5.333333333333333,1624
5.416666666666667,1651
5.5,1686
5.583333333333333,1708
5.666666666666667,1747
5.75,1767
5.833333333333333,1793
5.916666666666667,1822
6,1854
6.083333333333333,1892
6.166666666666667,1923
6.25,1948
6.333333333333333,1971
6.416666666666667,1998
6.5,2021
6.666666666666667,2071
6.75,2089
6.833333333333333,2108
6.916666666666667,2128
7,2145
7.083333333333333,2159
7.166666666666667,2193
7.25,2217
7.333333333333333,2240
7.416666666666667,2261
7.5,2279
7.583333333333333,2296
7.666666666666667,2311
7.75,2333
7.833333333333333,2359
7.916666666666667,2389
8,2407
8.083333333333334,2431
8.166666666666666,2453
8.25,2476
8.333333333333334,2488
8.416666666666666,2503
8.5,2537
8.583333333333334,2546
8.666666666666666,2571
8.75,2593
8.833333333333334,2621
8.916666666666666,2643
9,2662
9.083333333333334,2683
9.166666666666666,2712
9.25,2724
9.333333333333334,2738
9.416666666666666,2769
9.5,2774
9.583333333333334,2805
9.666666666666666,2825
9.75,2844
9.833333333333334,2858
9.916666666666666,2884
10,2896
10.083333333333334,2915
10.166666666666666,2936
10.25,2945
10.333333333333334,2954
10.416666666666666,2975
10.5,2993
10.583333333333334,3016
10.666666666666666,3030
10.75,3049
10.833333333333334,3067
10.916666666666666,3089
11,3111
11.083333333333334,3133
11.166666666666666,3151
11.25,3165
11.333333333333334,3178
11.416666666666666,3196
11.5,3203
11.583333333333334,3228
11.666666666666666,3237
11.75,3250
11.833333333333334,3265
11.916666666666666,3275
12,3285
12.083333333333334,3305
12.166666666666666,3328
12.25,3351
12.333333333333334,3353
12.416666666666666,3370
12.5,3385
12.583333333333334,3389
12.666666666666666,3394
12.75,3409
12.833333333333334,3418
12.916666666666666,3444
13,3454
13.083333333333334,3473
13.166666666666666,3481
13.25,3501
13.333333333333334,3513
13.416666666666666,3528
13.5,3544
13.583333333333334,3548
13.666666666666666,3564
13.75,3568
13.833333333333334,3585
13.916666666666666,3595
14,3621
14.083333333333334,3631
14.166666666666666,3636
14.25,3645
14.333333333333334,3664
14.416666666666666,3680
14.5,3690
14.583333333333334,3703
14.666666666666666,3713
14.75,3727
14.833333333333334,3740
14.916666666666666,3745
15,3753
15.083333333333334,3772
15.166666666666666,3784
15.25,3787
15.333333333333334,3795
15.416666666666666,3808
15.5,3818
15.583333333333334,3826
15.666666666666666,3836
15.75,3845
15.833333333333334,3846
15.916666666666666,3862
16,3867
16.083333333333332,3874
16.166666666666668,3878
16.25,3889
16.333333333333332,3895
16.416666666666668,3906
16.5,3909
16.583333333333332,3919
16.666666666666668,3925
16.75,3932
16.833333333333332,3933
16.916666666666668,3942
17,3946
17.083333333333332,3955
17.166666666666668,3966
17.25,3967
17.333333333333332,3976
17.416666666666668,3981
17.5,3991
17.583333333333332,3987
17.666666666666668,3999
17.75,4012
17.833333333333332,4006
17.916666666666668,4019
18,4014
18.083333333333332,4016
18.166666666666668,4040
18.25,4037
18.333333333333332,4046
18.416666666666668,4056
18.5,4056
18.583333333333332,4068
18.666666666666668,4066
18.75,4072
18.833333333333332,4082
18.916666666666668,4092
19,4089
19.083333333333332,4096
19.166666666666668,4102
19.25,4106
19.333333333333332,4114
19.416666666666668,4114
19.5,4125
19.583333333333332,4128
19.666666666666668,4136
19.75,4135
19.833333333333332,4140
19.916666666666668,4145
20,4146
20.083333333333332,4148
20.166666666666668,4162
20.25,4159
20.333333333333332,4170
20.416666666666668,4174
20.5,4175
20.583333333333332,4179
20.666666666666668,4189
20.75,4193
20.833333333333332,4190
20.916666666666668,4202
21,4195
21.083333333333332,4195
21.166666666666668,4207
21.25,4212
21.333333333333332,4214
21.416666666666668,4208
21.5,4216
21.583333333333332,4220
21.666666666666668,4221
21.75,4229
21.833333333333332,4231
21.916666666666668,4234
22,4233
22.083333333333332,4246
22.166666666666668,4250
22.25,4242
22.333333333333332,4246
22.416666666666668,4254
22.5,4255
22.583333333333332,4261
22.666666666666668,4264
22.75,4273
22.833333333333332,4270
22.916666666666668,4272
23,4275
23.083333333333332,4287
23.166666666666668,4287
23.25,4278
23.333333333333332,4289
23.416666666666668,4289
23.5,4301
23.583333333333332,4298
23.666666666666668,4305
23.75,4319
23.833333333333332,4319
23.916666666666668,4316
24,4322
24.083333333333332,4326
24.166666666666668,4333
24.25,4337
24.333333333333332,4328
24.416666666666668,4329
24.5,4338
24.583333333333332,4346
24.666666666666668,4349
24.75,4352
24.833333333333332,4348
24.916666666666668,4353
25,4355
25.083333333333332,4360
25.166666666666668,4366
25.25,4376
25.333333333333332,4370
25.416666666666668,4372
25.5,4376
25.583333333333332,4377
25.666666666666668,4385
25.75,4382
25.833333333333332,4392
25.916666666666668,4394
26,4388
26.083333333333332,4397
26.166666666666668,4408
26.25,4405
26.333333333333332,4406
26.416666666666668,4412
26.5,4419
26.583333333333332,4413
26.666666666666668,4423
26.75,4421
26.833333333333332,4426
26.916666666666668,4436
27,4431
27.083333333333332,4441
27.166666666666668,4437
27.25,4436
27.333333333333332,4444
27.416666666666668,4448
27.5,4454
27.583333333333332,4454
27.666666666666668,4456
27.75,4457
27.833333333333332,4456
27.916666666666668,4458
28,4463
28.083333333333332,4464
28.166666666666668,4471
28.25,4479
28.333333333333332,4480
28.416666666666668,4475
28.5,4476
28.583333333333332,4486
28.666666666666668,4488
28.75,4492
28.833333333333332,4495
28.916666666666668,4503
29,4501
29.083333333333332,4507
29.166666666666668,4510
29.25,4511
29.333333333333332,4514
29.416666666666668,4516
29.5,4517
29.583333333333332,4517
29.666666666666668,4517
29.75,4529
29.833333333333332,4518
29.916666666666668,4528
30,4534
30.083333333333332,4536
30.166666666666668,4539
30.25,4537
30.333333333333332,4538
30.416666666666668,4536
30.5,4543
30.583333333333332,4539
30.666666666666668,4548
30.75,4552
30.833333333333332,4554
30.916666666666668,4551
31,4549
31.083333333333332,4555
31.166666666666668,4553
31.25,4559
31.333333333333332,4566
31.416666666666668,4560
31.5,4567
31.583333333333332,4566
31.666666666666668,4566
31.75,4570
31.833333333333332,4572
31.916666666666668,4573
32,4573
32.083333333333336,4579
32.166666666666664,4583
32.25,4581
32.333333333333336,4588
32.416666666666664,4579
32.5,4580
32.583333333333336,4586
32.666666666666664,4592
32.75,4592
32.833333333333336,4590
32.916666666666664,4597
33,4599
33.083333333333336,4601
33.166666666666664,4600
33.25,4596
33.333333333333336,4593
33.416666666666664,4597
33.5,4604
33.583333333333336,4604
33.666666666666664,4605
33.75,4614
33.833333333333336,4615
33.916666666666664,4613
34,4621
34.083333333333336,4619
34.166666666666664,4619
34.25,4620
34.333333333333336,4612
34.416666666666664,4618
34.5,4619
34.583333333333336,4627
34.666666666666664,4624
34.75,4628
34.833333333333336,4633
34.916666666666664,4638
35,4641
35.083333333333336,4635
35.166666666666664,4642
35.25,4636
35.333333333333336,4646
35.416666666666664,4652
35.5,4646
35.583333333333336,4653
35.666666666666664,4655
35.75,4651
35.833333333333336,4658
35.916666666666664,4663
36,4660
36.083333333333336,4659
36.166666666666664,4662
36.25,4662
36.333333333333336,4666
36.416666666666664,4664
36.5,4670
36.583333333333336,4665
36.666666666666664,4667
36.75,4665
36.833333333333336,4670
36.916666666666664,4670
37,4675
37.083333333333336,4674
37.166666666666664,4677
37.25,4679
37.333333333333336,4690
37.416666666666664,4682
37.5,4683
37.583333333333336,4693
37.666666666666664,4683
37.75,4684
37.833333333333336,4690
37.916666666666664,4688
38,4694
38.083333333333336,4694
38.166666666666664,4695
38.25,4696
38.333333333333336,4697
38.416666666666664,4701
38.5,4705
38.583333333333336,4710
38.666666666666664,4705
38.75,4710
38.833333333333336,4705
38.916666666666664,4713
39,4714
39.083333333333336,4716
39.166666666666664,4717
39.25,4716
39.333333333333336,4719
39.416666666666664,4722
39.5,4725
39.583333333333336,4728
39.666666666666664,4735
39.75,4733
39.833333333333336,4728
39.916666666666664,4735
40,4723
40.083333333333336,4729
40.166666666666664,4727
40.25,4739
40.333333333333336,4742
40.416666666666664,4737
40.5,4730
40.583333333333336,4735
40.666666666666664,4737
40.75,4736
40.833333333333336,4737
40.916666666666664,4740
41,4748
41.083333333333336,4749
41.166666666666664,4742
41.25,4748
41.333333333333336,4752
41.416666666666664,4757
41.5,4749
41.583333333333336,4758
41.666666666666664,4753
41.75,4757
41.833333333333336,4752
41.916666666666664,4757
42,4758
42.083333333333336,4752
42.166666666666664,4758
42.25,4758
42.333333333333336,4757
42.416666666666664,4755
42.5,4754
42.583333333333336,4755
42.666666666666664,4760
42.75,4756
42.833333333333336,4762
42.916666666666664,4758
43,4763
43.083333333333336,4760
43.166666666666664,4766
43.25,4761
43.333333333333336,4760
43.416666666666664,4753
43.5,4765
43.583333333333336,4766
43.666666666666664,4762
43.75,4758
43.833333333333336,4761
43.916666666666664,4767
44,4757
44.083333333333336,4764
44.166666666666664,4767
44.25,4765
44.333333333333336,4767
44.416666666666664,4766
44.5,4768
44.583333333333336,4760
44.666666666666664,4767
44.75,4770
44.833333333333336,4776
44.916666666666664,4772
45,4771
45.083333333333336,4767
45.166666666666664,4771
45.25,4769
45.333333333333336,4772
45.416666666666664,4771
45.5,4764
45.583333333333336,4771
45.666666666666664,4771
45.75,4770
45.833333333333336,4771
45.916666666666664,4773
46,4774
46.083333333333336,4781
46.166666666666664,4783
46.25,4780
46.333333333333336,4776
46.416666666666664,4788
46.5,4785
46.583333333333336,4782
46.666666666666664,4780
46.75,4781
46.833333333333336,4779
46.916666666666664,4781
47,4777
47.083333333333336,4784
47.166666666666664,4777
47.25,4781
47.333333333333336,4786
47.416666666666664,4778
47.5,4782
47.583333333333336,4781
47.666666666666664,4782
47.75,4784
47.833333333333336,4784
47.916666666666664,4783
