"Hours since thread went live","Odekake Kozame - Episode 50 discussion"
0,1
0,3
0.08333333333333333,4
0.16666666666666666,4
0.25,4
0.3333333333333333,4
0.4166666666666667,4
0.5,5
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,4
0.9166666666666666,5
1,7
1.0833333333333333,8
1.1666666666666667,7
1.25,7
1.3333333333333333,8
1.4166666666666667,7
1.5,7
1.5833333333333333,6
1.6666666666666667,8
1.75,7
1.8333333333333333,7
1.9166666666666667,8
2,5
2.0833333333333335,6
2.1666666666666665,8
2.25,8
2.3333333333333335,7
2.4166666666666665,6
2.5,6
2.5833333333333335,7
2.6666666666666665,5
2.75,9
2.8333333333333335,7
2.9166666666666665,7
3,6
3.0833333333333335,5
3.1666666666666665,6
3.25,5
3.3333333333333335,9
3.4166666666666665,9
3.5,6
3.5833333333333335,7
3.6666666666666665,9
3.75,5
3.8333333333333335,7
3.9166666666666665,7
4,7
4.083333333333333,7
4.166666666666667,7
4.25,7
4.333333333333333,5
4.416666666666667,7
4.5,5
4.583333333333333,5
4.666666666666667,7
4.75,7
4.833333333333333,9
4.916666666666667,6
5,8
5.083333333333333,6
5.166666666666667,7
5.25,8
5.333333333333333,8
5.416666666666667,8
5.5,7
5.583333333333333,6
5.666666666666667,6
5.75,7
5.833333333333333,8
5.916666666666667,7
6,7
6.083333333333333,7
6.166666666666667,9
6.25,7
6.333333333333333,7
6.416666666666667,7
6.5,9
6.583333333333333,8
6.666666666666667,7
6.75,9
6.833333333333333,7
6.916666666666667,8
7,7
7.083333333333333,9
7.166666666666667,7
7.25,8
7.333333333333333,8
7.416666666666667,10
7.5,8
7.583333333333333,9
7.666666666666667,10
7.75,7
7.833333333333333,9
7.916666666666667,8
8,8
8.083333333333334,9
8.166666666666666,8
8.25,10
8.333333333333334,8
8.416666666666666,8
8.5,9
8.583333333333334,11
8.666666666666666,9
8.75,9
8.833333333333334,10
8.916666666666666,8
9,12
9.083333333333334,9
9.166666666666666,8
9.25,8
9.333333333333334,11
9.416666666666666,12
9.5,10
9.583333333333334,12
9.666666666666666,9
9.75,10
9.833333333333334,11
9.916666666666666,9
10,12
10.083333333333334,12
10.166666666666666,10
10.25,11
10.333333333333334,11
10.416666666666666,11
10.5,10
10.583333333333334,9
10.666666666666666,10
10.75,11
10.833333333333334,9
10.916666666666666,10
11,10
11.083333333333334,8
11.166666666666666,8
11.25,11
11.333333333333334,9
11.416666666666666,9
11.5,10
11.583333333333334,11
11.666666666666666,11
11.75,9
11.833333333333334,9
11.916666666666666,10
12,10
12.083333333333334,12
12.166666666666666,12
12.25,9
12.333333333333334,11
12.416666666666666,11
12.5,12
12.583333333333334,13
12.666666666666666,10
12.75,13
12.833333333333334,10
12.916666666666666,11
13,11
13.083333333333334,12
13.166666666666666,12
13.25,10
13.333333333333334,11
13.416666666666666,10
13.5,9
13.583333333333334,10
13.666666666666666,10
13.75,10
13.833333333333334,11
13.916666666666666,12
14,13
14.083333333333334,11
14.166666666666666,11
14.25,10
14.333333333333334,12
14.416666666666666,14
14.5,14
14.583333333333334,13
14.666666666666666,12
14.75,11
14.833333333333334,11
14.916666666666666,13
15,12
15.083333333333334,11
15.166666666666666,13
15.25,12
15.333333333333334,11
15.416666666666666,14
15.5,13
15.583333333333334,13
15.666666666666666,10
15.75,12
15.833333333333334,11
15.916666666666666,13
16,14
16.083333333333332,11
16.166666666666668,13
16.25,12
16.333333333333332,14
16.416666666666668,10
16.5,12
16.583333333333332,13
16.666666666666668,13
16.75,10
16.833333333333332,13
16.916666666666668,13
17,13
17.083333333333332,10
17.166666666666668,12
17.25,14
17.333333333333332,12
17.416666666666668,12
17.5,11
17.583333333333332,13
17.666666666666668,11
17.75,10
17.833333333333332,11
17.916666666666668,12
18,11
18.083333333333332,12
18.166666666666668,13
18.25,12
18.333333333333332,10
18.416666666666668,12
18.5,12
18.583333333333332,11
18.666666666666668,11
18.75,13
18.833333333333332,11
18.916666666666668,11
19,11
19.083333333333332,10
19.166666666666668,12
19.25,12
19.333333333333332,12
19.416666666666668,14
19.5,13
19.583333333333332,14
19.666666666666668,12
19.75,14
19.833333333333332,10
19.916666666666668,13
20,12
20.083333333333332,13
20.166666666666668,10
20.25,10
20.333333333333332,14
20.416666666666668,13
20.5,13
20.583333333333332,12
20.666666666666668,14
20.75,10
20.833333333333332,13
20.916666666666668,10
21,12
21.083333333333332,13
21.166666666666668,11
21.25,11
21.333333333333332,10
21.416666666666668,12
21.5,12
21.583333333333332,12
21.666666666666668,13
21.75,11
21.833333333333332,12
21.916666666666668,12
22,11
22.083333333333332,12
22.166666666666668,14
22.25,12
22.333333333333332,12
22.416666666666668,14
22.5,14
22.583333333333332,12
22.666666666666668,14
22.75,13
22.833333333333332,11
22.916666666666668,10
23,11
23.083333333333332,10
23.166666666666668,13
23.25,14
23.333333333333332,12
23.416666666666668,12
23.5,12
23.583333333333332,14
23.666666666666668,13
23.75,12
23.833333333333332,11
23.916666666666668,14
24,12
24.083333333333332,13
24.166666666666668,13
24.25,12
24.333333333333332,12
24.416666666666668,11
24.5,12
24.583333333333332,12
24.666666666666668,12
24.75,12
24.833333333333332,13
24.916666666666668,13
25,12
25.083333333333332,12
25.166666666666668,11
25.25,12
25.333333333333332,10
25.416666666666668,12
25.5,11
25.583333333333332,10
25.666666666666668,12
25.75,12
25.833333333333332,14
25.916666666666668,10
26,12
26.083333333333332,12
26.166666666666668,12
26.25,13
26.333333333333332,13
26.416666666666668,13
26.5,13
