"Hours since thread went live","Kami wa Game ni Ueteiru. • Gods' Game We Play - Episode 2 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,3
0.3333333333333333,4
0.4166666666666667,3
0.5,5
0.5833333333333334,5
0.6666666666666666,5
0.75,6
0.8333333333333334,8
0.9166666666666666,7
1,7
1.0833333333333333,8
1.1666666666666667,8
1.25,9
1.3333333333333333,8
1.4166666666666667,7
1.5,8
1.5833333333333333,10
1.6666666666666667,11
1.75,13
1.8333333333333333,14
1.9166666666666667,13
2,16
2.0833333333333335,16
2.1666666666666665,18
2.25,20
2.3333333333333335,22
2.4166666666666665,22
2.5,24
2.5833333333333335,24
2.6666666666666665,23
2.75,27
2.8333333333333335,28
2.9166666666666665,25
3,26
3.0833333333333335,23
3.1666666666666665,25
3.25,26
3.3333333333333335,27
3.4166666666666665,28
3.5,26
3.5833333333333335,27
3.6666666666666665,29
3.75,31
3.8333333333333335,29
3.9166666666666665,31
4,35
4.083333333333333,33
4.166666666666667,33
4.25,33
4.333333333333333,37
4.416666666666667,39
4.5,37
4.583333333333333,38
4.666666666666667,37
4.75,41
4.833333333333333,39
4.916666666666667,44
5,40
5.083333333333333,42
5.166666666666667,43
5.25,45
5.333333333333333,46
5.416666666666667,45
5.5,44
5.583333333333333,48
5.666666666666667,45
5.75,45
5.833333333333333,50
5.916666666666667,47
6,47
6.083333333333333,49
6.166666666666667,51
6.25,52
6.333333333333333,53
6.416666666666667,53
6.5,56
6.583333333333333,55
6.666666666666667,56
6.833333333333333,54
6.916666666666667,56
7,56
7.083333333333333,60
7.166666666666667,61
7.25,61
7.333333333333333,59
7.416666666666667,62
7.5,61
7.583333333333333,60
7.666666666666667,57
7.75,61
7.833333333333333,64
7.916666666666667,66
8,65
8.083333333333334,66
8.166666666666666,69
8.25,71
8.333333333333334,70
8.416666666666666,73
8.5,76
8.583333333333334,71
8.666666666666666,71
8.75,69
8.833333333333334,74
8.916666666666666,74
9,74
9.083333333333334,77
9.166666666666666,76
9.25,76
9.333333333333334,75
9.416666666666666,72
9.5,71
9.583333333333334,74
9.666666666666666,79
9.75,77
9.833333333333334,79
9.916666666666666,76
10,78
10.083333333333334,77
10.166666666666666,75
10.25,80
10.333333333333334,83
10.416666666666666,80
10.5,75
10.583333333333334,82
10.666666666666666,81
10.75,79
10.833333333333334,83
10.916666666666666,78
11,82
11.083333333333334,76
11.166666666666666,78
11.25,79
11.333333333333334,79
11.416666666666666,78
11.5,78
11.583333333333334,83
11.666666666666666,77
11.75,81
11.833333333333334,84
11.916666666666666,82
12,81
12.083333333333334,79
12.166666666666666,80
12.25,82
12.333333333333334,83
12.416666666666666,79
12.5,78
12.583333333333334,83
12.666666666666666,80
12.75,83
12.833333333333334,83
12.916666666666666,84
13,86
13.083333333333334,83
13.166666666666666,82
13.25,83
13.333333333333334,83
13.416666666666666,81
13.5,81
13.583333333333334,80
13.666666666666666,82
13.75,80
13.833333333333334,84
13.916666666666666,87
14,87
14.083333333333334,83
14.166666666666666,87
14.25,84
14.333333333333334,81
14.416666666666666,89
14.5,86
14.583333333333334,83
14.666666666666666,85
14.75,89
14.833333333333334,84
14.916666666666666,89
15,91
15.083333333333334,87
15.166666666666666,88
15.25,86
15.333333333333334,89
15.416666666666666,93
15.5,86
15.583333333333334,88
15.666666666666666,88
15.75,92
15.833333333333334,88
15.916666666666666,89
16,94
16.083333333333332,92
16.166666666666668,94
16.25,90
16.333333333333332,94
16.416666666666668,95
16.5,91
16.583333333333332,91
16.666666666666668,94
16.75,94
16.833333333333332,88
16.916666666666668,94
17,92
17.083333333333332,92
17.166666666666668,92
17.25,94
17.333333333333332,94
17.416666666666668,94
17.5,89
17.583333333333332,95
17.666666666666668,92
17.75,90
17.833333333333332,89
17.916666666666668,93
18,91
18.083333333333332,92
18.166666666666668,92
18.25,92
18.333333333333332,95
18.416666666666668,98
18.5,97
18.583333333333332,91
18.666666666666668,93
18.75,93
18.833333333333332,92
18.916666666666668,96
19,97
19.083333333333332,94
19.166666666666668,96
19.25,93
19.333333333333332,97
19.416666666666668,96
19.5,101
19.583333333333332,97
19.666666666666668,98
19.75,96
19.833333333333332,95
19.916666666666668,98
20,101
20.083333333333332,95
20.166666666666668,97
20.25,94
20.333333333333332,100
20.416666666666668,98
20.5,100
20.583333333333332,95
20.666666666666668,98
20.75,98
20.833333333333332,99
20.916666666666668,98
21,101
21.083333333333332,98
21.166666666666668,98
21.25,95
21.333333333333332,100
21.416666666666668,96
21.5,100
21.583333333333332,99
21.666666666666668,96
21.75,98
21.833333333333332,101
21.916666666666668,96
22,99
22.083333333333332,100
22.166666666666668,101
22.25,98
22.333333333333332,99
22.416666666666668,102
22.5,100
22.583333333333332,99
22.666666666666668,98
22.75,102
22.833333333333332,101
22.916666666666668,99
23,104
23.083333333333332,99
23.166666666666668,99
23.25,98
23.333333333333332,99
23.416666666666668,100
23.5,101
23.583333333333332,100
23.666666666666668,101
23.75,97
23.833333333333332,99
23.916666666666668,101
24,101
24.083333333333332,100
24.166666666666668,98
24.25,97
24.333333333333332,103
24.416666666666668,100
24.5,101
24.583333333333332,103
24.666666666666668,103
24.75,101
24.833333333333332,99
24.916666666666668,102
25,99
25.083333333333332,103
25.166666666666668,99
25.25,102
25.333333333333332,98
25.416666666666668,97
25.5,99
25.583333333333332,97
25.666666666666668,99
25.75,99
25.833333333333332,100
25.916666666666668,101
26,100
26.083333333333332,101
26.166666666666668,99
26.25,99
26.333333333333332,98
26.416666666666668,102
26.5,98
26.583333333333332,102
26.666666666666668,101
26.75,100
26.833333333333332,101
26.916666666666668,104
27,102
27.083333333333332,100
27.166666666666668,102
27.25,102
27.333333333333332,98
27.416666666666668,102
27.5,101
27.583333333333332,104
27.666666666666668,102
27.75,98
27.833333333333332,97
27.916666666666668,99
28,100
28.083333333333332,99
28.166666666666668,101
28.25,101
28.333333333333332,98
28.416666666666668,102
28.5,100
28.583333333333332,100
28.666666666666668,103
28.75,99
28.833333333333332,101
28.916666666666668,97
29,101
29.083333333333332,99
29.166666666666668,102
29.25,97
29.333333333333332,98
29.416666666666668,102
29.5,100
29.583333333333332,97
29.666666666666668,99
29.75,100
29.833333333333332,100
29.916666666666668,101
30,100
30.083333333333332,100
30.166666666666668,99
30.25,103
30.333333333333332,102
30.416666666666668,104
30.5,101
30.583333333333332,102
30.666666666666668,102
30.75,105
30.833333333333332,105
30.916666666666668,101
31,98
31.083333333333332,105
31.166666666666668,103
31.25,102
31.333333333333332,98
31.416666666666668,105
31.5,101
31.583333333333332,102
31.666666666666668,98
31.75,101
31.833333333333332,103
31.916666666666668,102
32,105
32.083333333333336,104
32.166666666666664,101
32.25,106
32.333333333333336,100
32.416666666666664,105
32.5,101
32.583333333333336,102
32.666666666666664,99
32.75,101
32.833333333333336,103
32.916666666666664,102
33,103
33.083333333333336,102
33.166666666666664,102
33.25,102
33.333333333333336,99
33.416666666666664,100
33.5,103
33.583333333333336,102
33.666666666666664,103
33.75,103
33.833333333333336,105
33.916666666666664,104
34,101
34.083333333333336,102
34.166666666666664,101
34.25,108
34.333333333333336,103
34.416666666666664,107
34.5,106
34.583333333333336,106
34.666666666666664,104
34.75,104
34.833333333333336,100
34.916666666666664,102
35,102
35.083333333333336,107
35.166666666666664,105
35.25,106
35.333333333333336,104
35.416666666666664,104
35.5,103
35.583333333333336,103
35.666666666666664,103
35.75,101
35.833333333333336,104
35.916666666666664,108
36,102
36.083333333333336,106
36.166666666666664,104
36.25,105
36.333333333333336,107
36.416666666666664,104
36.5,106
36.583333333333336,104
36.666666666666664,108
36.75,108
36.833333333333336,105
36.916666666666664,104
37,102
37.083333333333336,109
37.166666666666664,108
37.25,101
37.333333333333336,101
37.416666666666664,107
37.5,106
37.583333333333336,102
37.666666666666664,105
37.75,106
37.833333333333336,106
37.916666666666664,109
38,105
38.083333333333336,106
38.166666666666664,103
38.25,106
38.333333333333336,102
38.416666666666664,106
38.5,104
38.583333333333336,104
38.666666666666664,106
38.75,104
38.833333333333336,106
38.916666666666664,105
39,102
