"Hours since thread went live","Beyblade X - Episode 31 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,3
1.1666666666666667,3
1.25,3
1.3333333333333333,3
1.4166666666666667,3
1.5,3
1.5833333333333333,3
1.6666666666666667,4
1.75,2
1.8333333333333333,4
1.9166666666666667,3
2,3
2.0833333333333335,5
2.1666666666666665,2
2.25,3
2.3333333333333335,4
2.4166666666666665,5
2.5,5
2.5833333333333335,3
2.6666666666666665,5
2.75,5
2.8333333333333335,4
2.9166666666666665,5
3,4
3.0833333333333335,4
3.1666666666666665,5
3.25,5
3.3333333333333335,2
3.4166666666666665,5
3.5,3
3.5833333333333335,6
3.6666666666666665,6
3.75,4
3.8333333333333335,6
3.9166666666666665,3
4,4
4.083333333333333,5
4.166666666666667,4
4.25,5
4.333333333333333,6
4.416666666666667,4
4.5,4
4.583333333333333,4
4.666666666666667,5
4.75,6
4.833333333333333,4
4.916666666666667,7
5,7
5.083333333333333,7
5.166666666666667,6
5.25,5
5.333333333333333,5
5.416666666666667,5
5.5,5
5.583333333333333,7
5.666666666666667,5
5.75,7
5.833333333333333,4
5.916666666666667,6
6,4
6.083333333333333,6
6.166666666666667,4
6.25,6
6.333333333333333,6
6.416666666666667,5
6.5,3
6.583333333333333,3
6.666666666666667,6
6.75,7
6.833333333333333,8
6.916666666666667,6
7,6
7.083333333333333,6
7.166666666666667,6
7.25,9
7.333333333333333,7
7.416666666666667,6
7.5,9
7.583333333333333,6
7.666666666666667,9
7.75,7
7.833333333333333,7
7.916666666666667,5
8,6
8.083333333333334,6
8.166666666666666,7
8.25,7
8.333333333333334,6
8.416666666666666,9
8.5,6
8.583333333333334,8
8.666666666666666,9
8.75,8
8.833333333333334,6
8.916666666666666,6
9,7
9.083333333333334,5
9.166666666666666,4
9.25,5
9.333333333333334,5
9.416666666666666,4
9.5,7
9.583333333333334,6
9.666666666666666,6
9.75,8
9.833333333333334,7
9.916666666666666,5
10,7
10.083333333333334,6
10.166666666666666,8
10.25,8
10.333333333333334,5
10.416666666666666,6
10.5,7
10.583333333333334,7
10.666666666666666,7
10.75,9
10.833333333333334,6
10.916666666666666,6
11,7
11.083333333333334,7
11.166666666666666,7
11.25,9
11.333333333333334,6
11.416666666666666,6
11.5,7
11.583333333333334,9
11.666666666666666,8
11.75,7
11.833333333333334,5
11.916666666666666,7
12,6
12.083333333333334,8
12.166666666666666,8
12.25,7
12.333333333333334,9
12.416666666666666,5
12.5,8
12.583333333333334,9
12.666666666666666,7
12.75,8
12.833333333333334,7
12.916666666666666,9
13,6
13.083333333333334,6
13.166666666666666,8
13.25,6
13.333333333333334,7
13.416666666666666,5
13.5,7
13.583333333333334,6
13.666666666666666,4
13.75,4
13.833333333333334,6
13.916666666666666,6
14,6
14.083333333333334,5
14.166666666666666,5
14.25,6
14.333333333333334,7
14.416666666666666,5
14.5,5
14.583333333333334,6
14.666666666666666,4
14.75,5
14.833333333333334,6
14.916666666666666,7
15,5
15.083333333333334,6
15.166666666666666,4
15.25,7
15.333333333333334,4
15.416666666666666,5
15.5,7
15.583333333333334,7
15.666666666666666,7
15.75,5
15.833333333333334,6
15.916666666666666,7
16,7
16.083333333333332,6
16.166666666666668,6
16.25,7
16.333333333333332,9
16.416666666666668,8
16.5,6
16.583333333333332,6
16.666666666666668,9
16.75,9
16.833333333333332,8
16.916666666666668,6
17,9
17.083333333333332,5
17.166666666666668,5
17.25,7
17.333333333333332,6
17.416666666666668,6
17.5,7
17.583333333333332,7
17.666666666666668,9
17.75,6
17.833333333333332,6
17.916666666666668,7
18,6
18.083333333333332,9
18.166666666666668,6
18.25,7
18.333333333333332,9
18.416666666666668,6
18.5,8
18.583333333333332,6
18.666666666666668,9
18.75,8
18.833333333333332,6
18.916666666666668,8
19,6
19.083333333333332,9
19.166666666666668,7
19.25,8
19.333333333333332,7
19.416666666666668,5
19.5,7
19.583333333333332,8
19.666666666666668,9
19.75,6
19.833333333333332,8
19.916666666666668,9
20,7
20.083333333333332,6
20.166666666666668,8
20.25,5
20.333333333333332,7
20.416666666666668,6
20.5,8
20.583333333333332,9
20.666666666666668,6
20.75,6
20.833333333333332,7
20.916666666666668,8
21,8
21.083333333333332,6
21.166666666666668,5
21.25,8
21.333333333333332,6
21.416666666666668,7
21.5,7
21.583333333333332,7
21.666666666666668,8
21.75,8
21.833333333333332,8
21.916666666666668,8
22,8
22.083333333333332,9
22.166666666666668,8
22.25,7
22.333333333333332,6
22.416666666666668,9
22.5,8
22.583333333333332,6
22.666666666666668,8
22.75,7
22.833333333333332,6
22.916666666666668,5
23,7
23.083333333333332,7
23.166666666666668,6
23.25,5
23.333333333333332,8
23.416666666666668,7
23.5,6
23.583333333333332,7
23.666666666666668,8
23.75,6
23.833333333333332,7
23.916666666666668,9
24,7
24.083333333333332,8
24.166666666666668,8
24.25,10
24.333333333333332,6
24.416666666666668,7
24.5,9
24.583333333333332,7
24.666666666666668,6
24.75,7
24.833333333333332,7
24.916666666666668,9
25,9
25.083333333333332,10
25.166666666666668,8
25.25,10
25.333333333333332,10
25.416666666666668,8
25.5,6
25.583333333333332,10
25.666666666666668,10
25.75,7
25.833333333333332,8
25.916666666666668,8
26,8
26.083333333333332,9
26.166666666666668,7
26.25,8
26.333333333333332,8
26.416666666666668,8
26.5,9
26.583333333333332,8
26.666666666666668,8
26.75,7
26.833333333333332,8
26.916666666666668,8
27,9
27.083333333333332,7
27.166666666666668,7
27.25,7
27.333333333333332,9
27.416666666666668,8
27.5,8
27.583333333333332,8
27.666666666666668,7
27.75,7
27.833333333333332,9
27.916666666666668,8
28,6
28.083333333333332,9
28.166666666666668,9
28.25,7
28.333333333333332,10
28.416666666666668,6
28.5,10
28.583333333333332,6
28.666666666666668,9
28.75,6
28.833333333333332,9
28.916666666666668,10
29,7
29.083333333333332,8
29.166666666666668,7
29.25,7
29.333333333333332,9
29.416666666666668,7
29.5,8
29.583333333333332,8
29.666666666666668,6
29.75,7
29.833333333333332,9
29.916666666666668,7
30,9
30.083333333333332,10
30.166666666666668,6
30.25,9
30.333333333333332,8
30.416666666666668,9
30.5,7
30.583333333333332,8
30.666666666666668,8
30.75,7
30.833333333333332,6
30.916666666666668,9
31,6
31.083333333333332,7
31.166666666666668,9
31.25,7
31.333333333333332,7
31.416666666666668,9
31.5,8
31.583333333333332,10
31.666666666666668,8
31.75,8
31.833333333333332,9
31.916666666666668,7
32,9
32.083333333333336,7
32.166666666666664,7
32.25,6
32.333333333333336,8
32.416666666666664,6
32.5,9
32.583333333333336,10
32.666666666666664,7
32.75,8
32.833333333333336,10
32.916666666666664,7
33,9
33.083333333333336,6
33.166666666666664,9
33.25,9
33.333333333333336,9
33.416666666666664,7
33.5,9
33.583333333333336,6
33.666666666666664,8
33.75,10
33.833333333333336,9
33.916666666666664,7
34,9
34.083333333333336,6
34.166666666666664,7
34.25,10
34.333333333333336,8
34.416666666666664,6
34.5,8
34.583333333333336,7
34.666666666666664,6
34.75,8
34.833333333333336,8
34.916666666666664,8
35,9
35.083333333333336,6
35.166666666666664,9
35.25,9
35.333333333333336,7
35.416666666666664,8
35.5,8
35.583333333333336,8
35.666666666666664,9
35.75,6
35.833333333333336,6
35.916666666666664,7
36,10
36.083333333333336,9
36.166666666666664,8
36.25,8
36.333333333333336,8
36.416666666666664,8
36.5,8
36.583333333333336,8
36.666666666666664,10
36.75,6
36.833333333333336,8
36.916666666666664,8
37,10
37.083333333333336,8
37.166666666666664,9
37.25,8
37.333333333333336,9
37.416666666666664,8
37.5,9
37.583333333333336,6
37.666666666666664,8
37.75,6
37.833333333333336,7
37.916666666666664,9
38,7
38.083333333333336,8
38.166666666666664,8
38.25,8
38.333333333333336,8
38.416666666666664,8
38.5,7
38.583333333333336,7
38.666666666666664,6
38.75,7
38.833333333333336,7
38.916666666666664,9
39,8
39.083333333333336,6
