"Hours since thread went live","Beyblade X - Episode 33 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,1
1.4166666666666667,1
1.5,1
1.5833333333333333,1
1.6666666666666667,1
1.75,1
1.8333333333333333,1
1.9166666666666667,1
2,1
2.0833333333333335,1
2.1666666666666665,1
2.25,1
2.3333333333333335,1
2.4166666666666665,1
2.5,1
2.5833333333333335,1
2.6666666666666665,1
2.75,1
2.8333333333333335,1
2.9166666666666665,1
3,1
3.0833333333333335,1
3.1666666666666665,1
3.25,1
3.3333333333333335,1
3.4166666666666665,1
3.5,1
3.5833333333333335,1
3.6666666666666665,2
3.75,2
3.8333333333333335,2
3.9166666666666665,2
4,2
4.083333333333333,2
4.166666666666667,3
4.25,3
4.333333333333333,3
4.416666666666667,3
4.5,3
4.583333333333333,3
4.666666666666667,3
4.75,3
4.833333333333333,3
4.916666666666667,3
5,3
5.083333333333333,3
5.166666666666667,3
5.25,3
5.333333333333333,3
5.416666666666667,3
5.5,3
5.583333333333333,3
5.666666666666667,5
5.75,3
5.833333333333333,3
5.916666666666667,2
6,4
6.083333333333333,3
6.166666666666667,2
6.25,2
6.333333333333333,6
6.416666666666667,3
6.5,3
6.583333333333333,4
6.666666666666667,4
6.75,4
6.833333333333333,5
6.916666666666667,5
7,2
7.083333333333333,3
7.166666666666667,5
7.25,5
7.333333333333333,3
7.416666666666667,4
7.5,4
7.583333333333333,4
7.666666666666667,2
7.75,3
7.833333333333333,4
7.916666666666667,4
8,2
8.083333333333334,2
8.166666666666666,1
8.25,1
8.333333333333334,3
8.416666666666666,2
8.5,1
8.583333333333334,1
8.666666666666666,3
8.75,3
8.833333333333334,4
8.916666666666666,4
9,1
9.083333333333334,5
9.166666666666666,3
9.25,4
9.333333333333334,5
9.416666666666666,3
9.5,3
9.583333333333334,2
9.666666666666666,4
9.75,3
9.833333333333334,4
9.916666666666666,3
10,3
10.083333333333334,5
10.166666666666666,4
10.25,4
10.333333333333334,2
10.416666666666666,3
10.5,5
10.583333333333334,2
10.666666666666666,3
10.75,3
10.833333333333334,3
10.916666666666666,4
11,2
11.083333333333334,5
11.166666666666666,2
11.25,5
11.333333333333334,3
11.416666666666666,1
11.5,3
11.583333333333334,3
11.666666666666666,3
11.75,4
11.833333333333334,4
11.916666666666666,3
12,2
12.083333333333334,3
12.166666666666666,3
12.25,2
12.333333333333334,4
12.416666666666666,2
12.5,4
12.583333333333334,4
12.666666666666666,1
12.75,2
12.833333333333334,4
12.916666666666666,2
13,1
13.083333333333334,3
13.166666666666666,1
13.25,5
13.333333333333334,3
13.416666666666666,3
13.5,3
13.583333333333334,1
13.666666666666666,4
13.75,2
13.833333333333334,4
13.916666666666666,1
14,2
14.083333333333334,4
14.166666666666666,5
14.25,3
14.333333333333334,4
14.416666666666666,3
14.5,2
14.583333333333334,5
14.666666666666666,1
14.75,2
14.833333333333334,5
14.916666666666666,4
15,5
15.083333333333334,4
15.166666666666666,4
15.25,3
15.333333333333334,2
15.416666666666666,2
15.5,3
15.583333333333334,2
15.666666666666666,5
15.75,3
15.833333333333334,3
15.916666666666666,2
16,3
16.083333333333332,4
16.166666666666668,2
16.25,3
16.333333333333332,5
16.416666666666668,4
16.5,3
16.583333333333332,2
16.666666666666668,3
16.75,1
16.833333333333332,3
16.916666666666668,3
17,2
17.083333333333332,2
17.166666666666668,1
17.25,1
17.333333333333332,3
17.416666666666668,2
17.5,4
17.583333333333332,4
17.666666666666668,4
17.75,2
17.833333333333332,3
17.916666666666668,3
18,4
18.083333333333332,3
18.166666666666668,2
18.25,4
18.333333333333332,5
18.416666666666668,3
18.5,5
18.583333333333332,3
18.666666666666668,2
18.75,3
18.833333333333332,4
18.916666666666668,3
19,3
19.083333333333332,5
19.166666666666668,2
19.25,6
19.333333333333332,3
19.416666666666668,5
19.5,3
19.583333333333332,4
19.666666666666668,6
19.75,6
19.833333333333332,5
19.916666666666668,3
20,6
20.083333333333332,4
20.166666666666668,4
20.25,5
20.333333333333332,4
20.416666666666668,3
20.5,4
20.583333333333332,5
20.666666666666668,5
20.75,7
20.833333333333332,5
20.916666666666668,6
21,5
21.083333333333332,5
21.166666666666668,3
21.25,6
21.333333333333332,5
21.416666666666668,5
21.5,4
21.583333333333332,6
21.666666666666668,7
21.75,3
21.833333333333332,7
21.916666666666668,6
22,5
22.083333333333332,3
22.166666666666668,3
22.25,7
22.333333333333332,6
22.416666666666668,5
22.5,5
22.583333333333332,5
22.666666666666668,6
22.75,5
22.833333333333332,3
22.916666666666668,5
23,4
23.083333333333332,4
23.166666666666668,5
23.25,5
23.333333333333332,3
23.416666666666668,5
23.5,5
23.583333333333332,7
23.666666666666668,5
23.75,4
23.833333333333332,5
23.916666666666668,5
24,6
24.083333333333332,5
24.166666666666668,4
24.25,5
24.333333333333332,6
24.416666666666668,6
24.5,4
24.583333333333332,4
24.666666666666668,5
24.75,5
24.833333333333332,6
24.916666666666668,5
25,3
25.083333333333332,3
25.166666666666668,6
25.25,5
25.333333333333332,5
25.416666666666668,3
25.5,4
25.583333333333332,4
25.666666666666668,6
25.75,4
25.833333333333332,5
25.916666666666668,6
26,5
26.083333333333332,7
26.166666666666668,5
26.25,6
26.333333333333332,4
26.416666666666668,5
26.5,7
26.583333333333332,5
26.666666666666668,7
26.75,5
26.833333333333332,5
26.916666666666668,4
27,7
27.083333333333332,7
27.166666666666668,5
27.25,3
27.333333333333332,4
27.416666666666668,5
27.5,6
27.583333333333332,5
27.666666666666668,7
27.75,3
27.833333333333332,5
27.916666666666668,4
28,5
28.083333333333332,6
28.166666666666668,6
28.25,5
28.333333333333332,4
28.416666666666668,3
28.5,6
28.583333333333332,6
28.666666666666668,5
28.75,4
28.833333333333332,7
28.916666666666668,5
29,5
29.083333333333332,6
29.166666666666668,5
29.25,7
29.333333333333332,4
29.416666666666668,5
29.5,5
29.583333333333332,5
29.666666666666668,5
29.75,6
29.833333333333332,7
29.916666666666668,5
30,4
30.083333333333332,6
30.166666666666668,7
30.25,6
30.333333333333332,7
30.416666666666668,6
30.5,7
30.583333333333332,5
30.666666666666668,5
30.75,6
30.833333333333332,5
30.916666666666668,5
31,4
31.083333333333332,5
31.166666666666668,4
31.25,4
31.333333333333332,4
31.416666666666668,6
31.5,7
31.583333333333332,5
31.666666666666668,5
31.75,7
31.833333333333332,5
31.916666666666668,7
32,6
32.083333333333336,4
32.166666666666664,4
32.25,4
32.333333333333336,3
32.416666666666664,5
32.5,7
32.583333333333336,4
32.666666666666664,5
32.75,3
32.833333333333336,7
32.916666666666664,4
33,5
33.083333333333336,3
33.166666666666664,6
33.25,5
33.333333333333336,5
33.416666666666664,3
33.5,4
33.583333333333336,3
33.666666666666664,4
33.75,5
33.833333333333336,5
33.916666666666664,5
34,6
34.083333333333336,4
34.166666666666664,6
34.25,5
34.333333333333336,6
34.416666666666664,5
34.5,6
34.583333333333336,7
34.666666666666664,6
34.75,7
34.833333333333336,7
34.916666666666664,5
35,6
35.083333333333336,5
35.166666666666664,6
35.25,5
35.333333333333336,6
35.416666666666664,6
35.5,5
35.583333333333336,8
