"Hours since thread went live","Astro Note - Episode 9 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,3
0.25,4
0.3333333333333333,5
0.4166666666666667,7
0.5,10
0.5833333333333334,11
0.6666666666666666,11
0.75,11
0.8333333333333334,11
0.9166666666666666,12
1,13
1.0833333333333333,13
1.1666666666666667,13
1.25,15
1.3333333333333333,16
1.4166666666666667,18
1.5,18
1.5833333333333333,17
1.6666666666666667,20
1.75,18
1.8333333333333333,19
1.9166666666666667,21
2,19
2.0833333333333335,21
2.1666666666666665,21
2.25,24
2.3333333333333335,25
2.4166666666666665,26
2.5,30
2.5833333333333335,29
2.6666666666666665,33
2.75,34
2.8333333333333335,32
2.9166666666666665,34
3,34
3.0833333333333335,40
3.1666666666666665,40
3.25,41
3.3333333333333335,46
3.4166666666666665,47
3.5,51
3.5833333333333335,49
3.6666666666666665,49
3.75,51
3.8333333333333335,52
3.9166666666666665,53
4,54
4.083333333333333,56
4.166666666666667,55
4.25,58
4.333333333333333,57
4.416666666666667,58
4.5,60
4.583333333333333,57
4.666666666666667,62
4.75,61
4.833333333333333,60
4.916666666666667,59
5,64
5.083333333333333,65
5.166666666666667,65
5.25,65
5.333333333333333,68
5.416666666666667,69
5.5,73
5.583333333333333,70
5.666666666666667,69
5.75,69
5.833333333333333,70
5.916666666666667,73
6,75
6.083333333333333,75
6.166666666666667,75
6.25,75
6.333333333333333,73
6.416666666666667,79
6.5,74
6.583333333333333,81
6.666666666666667,78
6.75,73
6.833333333333333,79
6.916666666666667,77
7,80
7.083333333333333,81
7.166666666666667,83
7.25,81
7.333333333333333,83
7.416666666666667,80
7.5,85
7.583333333333333,85
7.666666666666667,89
7.75,90
7.833333333333333,87
7.916666666666667,88
8,89
8.083333333333334,90
8.166666666666666,87
8.25,92
8.333333333333334,92
8.416666666666666,90
8.5,94
8.583333333333334,96
8.666666666666666,93
8.75,93
8.833333333333334,93
8.916666666666666,95
9,96
9.083333333333334,95
9.166666666666666,96
9.25,99
9.333333333333334,95
9.416666666666666,96
9.5,98
9.583333333333334,97
9.666666666666666,100
9.75,98
9.833333333333334,101
9.916666666666666,96
10,101
10.083333333333334,98
10.166666666666666,98
10.25,102
10.333333333333334,104
10.416666666666666,102
10.5,105
10.583333333333334,107
10.666666666666666,104
10.75,106
10.833333333333334,103
10.916666666666666,106
11,107
11.083333333333334,102
11.166666666666666,105
11.25,104
11.333333333333334,108
11.416666666666666,110
11.5,106
11.583333333333334,110
11.666666666666666,111
11.75,107
11.833333333333334,106
11.916666666666666,109
12,108
12.083333333333334,108
12.166666666666666,108
12.25,108
12.333333333333334,108
12.416666666666666,112
12.5,107
12.583333333333334,113
12.666666666666666,108
12.75,111
12.833333333333334,113
12.916666666666666,112
13,115
13.083333333333334,110
13.166666666666666,114
13.25,118
13.333333333333334,117
13.416666666666666,117
13.5,116
13.583333333333334,112
13.666666666666666,116
13.75,111
13.833333333333334,115
13.916666666666666,114
14,111
14.083333333333334,110
14.166666666666666,116
14.25,115
14.333333333333334,115
14.416666666666666,119
14.5,119
14.583333333333334,120
14.666666666666666,118
14.75,121
14.833333333333334,121
14.916666666666666,119
15,120
15.083333333333334,121
15.166666666666666,122
15.25,122
15.333333333333334,123
15.416666666666666,121
15.5,119
15.583333333333334,119
15.666666666666666,120
15.75,122
15.833333333333334,122
15.916666666666666,121
16,124
16.083333333333332,122
16.166666666666668,123
16.25,123
16.333333333333332,125
16.416666666666668,120
16.5,122
16.583333333333332,122
16.666666666666668,124
16.75,124
16.833333333333332,125
16.916666666666668,120
17,126
17.083333333333332,122
17.166666666666668,124
17.25,121
17.333333333333332,121
17.416666666666668,119
17.5,125
17.583333333333332,126
17.666666666666668,125
17.75,125
17.833333333333332,126
17.916666666666668,130
18,127
18.083333333333332,126
18.166666666666668,127
18.25,125
18.333333333333332,124
18.416666666666668,123
18.5,128
18.583333333333332,123
18.666666666666668,125
18.75,126
18.833333333333332,125
18.916666666666668,129
19,129
19.083333333333332,130
19.166666666666668,126
19.25,128
19.333333333333332,130
19.416666666666668,131
19.5,133
19.583333333333332,133
19.666666666666668,131
19.75,133
19.833333333333332,131
19.916666666666668,130
20,132
20.083333333333332,132
20.166666666666668,133
20.25,133
20.333333333333332,131
20.416666666666668,133
20.5,128
20.583333333333332,132
20.666666666666668,129
20.75,131
20.833333333333332,129
20.916666666666668,131
21,130
21.083333333333332,128
21.166666666666668,133
21.25,128
21.333333333333332,130
21.416666666666668,132
21.5,131
21.583333333333332,131
21.666666666666668,133
21.75,128
21.833333333333332,134
21.916666666666668,129
22,131
22.083333333333332,131
22.166666666666668,133
22.25,132
22.333333333333332,133
22.416666666666668,135
22.5,131
22.583333333333332,134
22.666666666666668,133
22.75,129
22.833333333333332,131
22.916666666666668,132
23,136
23.083333333333332,132
23.166666666666668,130
23.25,132
23.333333333333332,130
23.416666666666668,136
23.5,134
23.583333333333332,136
23.666666666666668,135
23.75,133
23.833333333333332,135
23.916666666666668,135
24,136
24.083333333333332,137
24.166666666666668,135
24.25,134
